"from","to"
"cel00970","CELE_B0491.T2"
"cel00970","CELE_B0513.T1"
"cel00970","CELE_B0523.T1"
"cel00970","CELE_C02B4.T1"
"cel00970","CELE_C02B4.T2"
"cel00970","CELE_C02D4.T1"
"cel00970","CELE_C02F12.T1"
"cel00970","CELE_C03A3.T1"
"cel00970","CELE_C03B1.T1"
"cel00970","CELE_C03F11.T1"
"cel00970","CELE_C04A11.T1"
"cel00970","CELE_C04A2.T1"
"cel00970","CELE_C04C11.T1"
"cel00970","CELE_C04E7.T1"
"cel00970","CELE_C04F2.T1"
"cel00970","CELE_C05C9.T1"
"cel00970","CELE_C05C9.T2"
"cel00970","CELE_C05E7.T1"
"cel00970","CELE_C05E7.T2"
"cel00970","CELE_C05E7.T3"
"cel00970","CELE_C06B8.T1"
"cel00970","CELE_C06B8.T2"
"cel00970","CELE_C06B8.T3"
"cel00970","CELE_C06E2.T1"
"cel00970","CELE_C06E4.T1"
"cel00970","CELE_C06G1.T1"
"cel00970","CELE_C06G1.T2"
"cel00970","CELE_C06G1.T3"
"cel00970","CELE_C06G1.T4"
"cel00970","CELE_C06G4.T1"
"cel00970","CELE_C09B9.T1"
"cel00970","CELE_C10G8.T1"
"cel00970","CELE_C11E4.T1"
"cel00970","CELE_C11G10.T1"
"cel00970","CELE_C12C8.T1"
"cel00970","CELE_C12C8.T2"
"cel00970","CELE_C12C8.T3"
"cel00970","CELE_C12C8.T4"
"cel00970","CELE_C12C8.T5"
"cel00970","CELE_C12C8.T6"
"cel00970","CELE_C13B4.T1"
"cel00970","CELE_C14B9.T1"
"cel00970","CELE_C14B9.T2"
"cel00970","CELE_C14F11.T1"
"cel00970","CELE_C15C6.T1"
"cel00970","CELE_C16B8.T1"
"cel00970","CELE_C16B8.T2"
"cel00970","CELE_C16B8.T3"
"cel00970","CELE_C16C8.T1"
"cel00970","CELE_C16C8.T2"
"cel00970","CELE_C16D9.T2"
"cel00970","CELE_C16D9.T3"
"cel00970","CELE_C16D9.T4"
"cel00970","CELE_C16H3.T1"
"cel00970","CELE_C16H3.T2"
"cel00970","CELE_C17D12.T1"
"cel00970","CELE_C17D12.T2"
"cel00970","CELE_C17D12.T3"
"cel00970","CELE_C18A11.T1"
"cel00970","CELE_C18A11.T2"
"cel00970","CELE_C18D4.T1"
"cel00970","CELE_C24H11.T1"
"cel00970","CELE_C25A1.7"
"cel00970","CELE_C25F6.T1"
"cel00970","CELE_C25F6.T2"
"cel00970","CELE_C25F6.T3"
"cel00970","CELE_C25F6.T4"
"cel00970","CELE_C26G2.T1"
"cel00970","CELE_C27A12.T1"
"cel00970","CELE_C27A2.T1"
"cel00970","CELE_C28A5.T1"
"cel00970","CELE_C28A5.T2"
"cel00970","CELE_C28A5.T3"
"cel00970","CELE_C28G1.T1"
"cel00970","CELE_C28G1.T2"
"cel00970","CELE_C28G1.T3"
"cel00970","CELE_C28G1.T4"
"cel00970","CELE_C29F4.T1"
"cel00970","CELE_C29F7.T1"
"cel00970","CELE_C29F7.T2"
"cel00970","CELE_C29F7.T3"
"cel00970","CELE_C29H12.1"
"cel00970","CELE_C30E1.T1"
"cel00970","CELE_C31E10.T1"
"cel00970","CELE_C33G3.T2"
"cel00970","CELE_C34E11.T1"
"cel00970","CELE_C35E7.T1"
"cel00970","CELE_C36C9.T2"
"cel00970","CELE_C37A2.T1"
"cel00970","CELE_C37A5.T1"
"cel00970","CELE_C38C6.T1"
"cel00970","CELE_C39D10.T1"
"cel00970","CELE_C39D10.T2"
"cel00970","CELE_C40C9.T1"
"cel00970","CELE_C40C9.T2"
"cel00970","CELE_C40H5.T1"
"cel00970","CELE_C42D8.T1"
"cel00970","CELE_C43G2.T1"
"cel00970","CELE_C43G2.T2"
"cel00970","CELE_C44B7.T1"
"cel00970","CELE_C47D12.6"
"cel00970","CELE_C47E12.1"
"cel00970","CELE_C47E8.T1"
"cel00970","CELE_C48C5.T1"
"cel00970","CELE_C48C5.T2"
"cel00970","CELE_C48C5.T3"
"cel00970","CELE_C48C5.T4"
"cel00970","CELE_C48C5.T6"
"cel00970","CELE_C49F5.T1"
"cel00970","CELE_C52E12.T3"
"cel00970","CELE_C52G5.T1"
"cel00970","CELE_C53C7.T1"
"cel00970","CELE_C53C7.T2"
"cel00970","CELE_C53C7.T3"
"cel00970","CELE_C53D6.T1"
"cel00970","CELE_C56G3.T1"
"cel00970","CELE_C56G7.T1"
"cel00970","CELE_D1009.T1"
"cel00970","CELE_D1009.T2"
"cel00970","CELE_D1054.13"
"cel00970","CELE_D1073.T1"
"cel00970","CELE_E01H11.T1"
"cel00970","CELE_E03E2.T1"
"cel00970","CELE_E03E2.T2"
"cel00970","CELE_E03E2.T3"
"cel00970","CELE_F01G12.T1"
"cel00970","CELE_F02D10.T1"
"cel00970","CELE_F02D10.T2"
"cel00970","CELE_F02D10.T3"
"cel00970","CELE_F02E11.T1"
"cel00970","CELE_F02H6.T1"
"cel00970","CELE_F08F1.T1"
"cel00970","CELE_F08F1.T2"
"cel00970","CELE_F08F1.T3"
"cel00970","CELE_F08G5.T1"
"cel00970","CELE_F08G5.T2"
"cel00970","CELE_F08G5.T3"
"cel00970","CELE_F09B9.T1"
"cel00970","CELE_F09B9.T2"
"cel00970","CELE_F10C1.T1"
"cel00970","CELE_F10C1.T2"
"cel00970","CELE_F10C2.6"
"cel00970","CELE_F11A1.T1"
"cel00970","CELE_F11A1.T2"
"cel00970","CELE_F11A5.T1"
"cel00970","CELE_F11H8.T1"
"cel00970","CELE_F12D9.T1"
"cel00970","CELE_F12D9.T2"
"cel00970","CELE_F12D9.T3"
"cel00970","CELE_F12D9.T4"
"cel00970","CELE_F12D9.T5"
"cel00970","CELE_F12D9.T6"
"cel00970","CELE_F13G11.T1"
"cel00970","CELE_F14B4.T1"
"cel00970","CELE_F14B4.T2"
"cel00970","CELE_F14B6.T1"
"cel00970","CELE_F14B6.T2"
"cel00970","CELE_F14B8.T1"
"cel00970","CELE_F14F7.T1"
"cel00970","CELE_F14H8.T1"
"cel00970","CELE_F15A8.T1"
"cel00970","CELE_F15A8.T2"
"cel00970","CELE_F15B9.T1"
"cel00970","CELE_F15D3.T1"
"cel00970","CELE_F15G9.T1"
"cel00970","CELE_F15G9.T2"
"cel00970","CELE_F15H9.T1"
"cel00970","CELE_F17A2.T1"
"cel00970","CELE_F17H10.T1"
"cel00970","CELE_F18C5.T1"
"cel00970","CELE_F18G5.T1"
"cel00970","CELE_F18G5.T2"
"cel00970","CELE_F19H6.T1"
"cel00970","CELE_F21A3.T1"
"cel00970","CELE_F21A3.T2"
"cel00970","CELE_F21C3.T1"
"cel00970","CELE_F22B5.9"
"cel00970","CELE_F22B7.T1"
"cel00970","CELE_F22B7.T2"
"cel00970","CELE_F22B7.T3"
"cel00970","CELE_F22B7.T4"
"cel00970","CELE_F22B7.T5"
"cel00970","CELE_F22D6.3"
"cel00970","CELE_F22F1.T1"
"cel00970","CELE_F22F1.T2"
"cel00970","CELE_F22F1.T3"
"cel00970","CELE_F22F1.T4"
"cel00970","CELE_F22F1.T5"
"cel00970","CELE_F22F1.T6"
"cel00970","CELE_F22F1.T7"
"cel00970","CELE_F22F1.T8"
"cel00970","CELE_F22F1.T9"
"cel00970","CELE_F22G12.T1"
"cel00970","CELE_F22G12.T2"
"cel00970","CELE_F22H10.T1"
"cel00970","CELE_F23A7.T1"
"cel00970","CELE_F23D12.T1"
"cel00970","CELE_F23D12.T2"
"cel00970","CELE_F25F6.T1"
"cel00970","CELE_F25F6.T2"
"cel00970","CELE_F26F4.10"
"cel00970","CELE_F27B10.T1"
"cel00970","CELE_F27D4.T1"
"cel00970","CELE_F27D9.T1"
"cel00970","CELE_F27E11.T1"
"cel00970","CELE_F28F5.T1"
"cel00970","CELE_F28F8.T1"
"cel00970","CELE_F28F8.T2"
"cel00970","CELE_F28F8.T3"
"cel00970","CELE_F28F8.T4"
"cel00970","CELE_F28H1.3"
"cel00970","CELE_F28H6.T1"
"cel00970","CELE_F28H6.T2"
"cel00970","CELE_F28H6.T3"
"cel00970","CELE_F28H6.T4"
"cel00970","CELE_F28H6.T5"
"cel00970","CELE_F28H6.T6"
"cel00970","CELE_F28H6.T7"
"cel00970","CELE_F29C4.T1"
"cel00970","CELE_F31B12.T1"
"cel00970","CELE_F31E9.T1"
"cel00970","CELE_F32A6.T1"
"cel00970","CELE_F32B4.T1"
"cel00970","CELE_F33D11.T1"
"cel00970","CELE_F33D11.T2"
"cel00970","CELE_F33G12.T1"
"cel00970","CELE_F34H10.T1"
"cel00970","CELE_F35A5.T1"
"cel00970","CELE_F35H8.T1"
"cel00970","CELE_F36D4.T1"
"cel00970","CELE_F36D4.T2"
"cel00970","CELE_F38E9.T1"
"cel00970","CELE_F38E9.T2"
"cel00970","CELE_F38G1.T1"
"cel00970","CELE_F38G1.T2"
"cel00970","CELE_F39B1.T1"
"cel00970","CELE_F39B1.T2"
"cel00970","CELE_F40H6.T1"
"cel00970","CELE_F41A4.T1"
"cel00970","CELE_F41D9.T1"
"cel00970","CELE_F41D9.T2"
"cel00970","CELE_F41D9.T3"
"cel00970","CELE_F41D9.T4"
"cel00970","CELE_F42A10.T1"
"cel00970","CELE_F42A10.T2"
"cel00970","CELE_F42D1.T1"
"cel00970","CELE_F42F12.T1"
"cel00970","CELE_F42G10.T1"
"cel00970","CELE_F42H10.T1"
"cel00970","CELE_F43C9.T1"
"cel00970","CELE_F43E12.T1"
"cel00970","CELE_F44A2.T1"
"cel00970","CELE_F45G2.T1"
"cel00970","CELE_F46G11.T1"
"cel00970","CELE_F46G11.T2"
"cel00970","CELE_F47E1.T1"
"cel00970","CELE_F47E1.T2"
"cel00970","CELE_F47G6.T1"
"cel00970","CELE_F48E3.T1"
"cel00970","CELE_F49C5.T1"
"cel00970","CELE_F49C5.T2"
"cel00970","CELE_F49C5.T3"
"cel00970","CELE_F49C5.T4"
"cel00970","CELE_F49D11.T1"
"cel00970","CELE_F49D11.T2"
"cel00970","CELE_F49E2.T1"
"cel00970","CELE_F49E7.T1"
"cel00970","CELE_F49E7.T2"
"cel00970","CELE_F49E7.T3"
"cel00970","CELE_F52C9.T1"
"cel00970","CELE_F52E10.T1"
"cel00970","CELE_F52E10.T2"
"cel00970","CELE_F52E10.T3"
"cel00970","CELE_F52E10.T4"
"cel00970","CELE_F52E10.T5"
"cel00970","CELE_F52H2.T1"
"cel00970","CELE_F52H2.T2"
"cel00970","CELE_F53B6.T1"
"cel00970","CELE_F53F8.T1"
"cel00970","CELE_F54F7.T1"
"cel00970","CELE_F54F7.T2"
"cel00970","CELE_F55F3.T1"
"cel00970","CELE_F55F3.T2"
"cel00970","CELE_F55G7.T1"
"cel00970","CELE_F55G7.T2"
"cel00970","CELE_F56C3.T1"
"cel00970","CELE_F56F10.T1"
"cel00970","CELE_F56F3.T1"
"cel00970","CELE_F56F4.T1"
"cel00970","CELE_F56F4.T2"
"cel00970","CELE_F57F5.T1"
"cel00970","CELE_F57G8.T1"
"cel00970","CELE_F57G8.T2"
"cel00970","CELE_F57G8.T3"
"cel00970","CELE_F57G8.T4"
"cel00970","CELE_F58B3.5"
"cel00970","CELE_F58D5.T1"
"cel00970","CELE_F59C12.T1"
"cel00970","CELE_F59C12.T2"
"cel00970","CELE_F59C12.T3"
"cel00970","CELE_H06A10.T1"
"cel00970","CELE_H08J11.T1"
"cel00970","CELE_H08J11.T2"
"cel00970","CELE_H08J11.T3"
"cel00970","CELE_H08J11.T4"
"cel00970","CELE_H08J11.T5"
"cel00970","CELE_H35N09.T1"
"cel00970","CELE_H35N09.T2"
"cel00970","CELE_K01A11.T1"
"cel00970","CELE_K01A12.T1"
"cel00970","CELE_K01A12.T2"
"cel00970","CELE_K01A12.T3"
"cel00970","CELE_K01A12.T4"
"cel00970","CELE_K01A12.T5"
"cel00970","CELE_K02A4.T1"
"cel00970","CELE_K02A4.T2"
"cel00970","CELE_K02B12.T1"
"cel00970","CELE_K02D7.T1"
"cel00970","CELE_K02E11.T1"
"cel00970","CELE_K02E2.T1"
"cel00970","CELE_K03B8.T1"
"cel00970","CELE_K03F8.T1"
"cel00970","CELE_K03H6.T1"
"cel00970","CELE_K04A8.T2"
"cel00970","CELE_K04A8.T3"
"cel00970","CELE_K04C2.T1"
"cel00970","CELE_K04C2.T2"
"cel00970","CELE_K04C2.T3"
"cel00970","CELE_K05G3.T1"
"cel00970","CELE_K06A4.T1"
"cel00970","CELE_K06G5.T1"
"cel00970","CELE_K07A1.T1"
"cel00970","CELE_K07C10.T1"
"cel00970","CELE_K08B5.T1"
"cel00970","CELE_K08B5.T2"
"cel00970","CELE_K08E7.T1"
"cel00970","CELE_K08F11.4"
"cel00970","CELE_K08H2.T1"
"cel00970","CELE_K09A11.T1"
"cel00970","CELE_K09C6.T1"
"cel00970","CELE_K09C8.T1"
"cel00970","CELE_K10C8.T1"
"cel00970","CELE_K11C4.T1"
"cel00970","CELE_K11E4.T1"
"cel00970","CELE_K11E4.T2"
"cel00970","CELE_K11E4.T3"
"cel00970","CELE_K11E4.T4"
"cel00970","CELE_K11E4.T5"
"cel00970","CELE_K11E4.T6"
"cel00970","CELE_K11H12.T1"
"cel00970","CELE_K11H3.T1"
"cel00970","CELE_K11H3.T2"
"cel00970","CELE_K12H4.T1"
"cel00970","CELE_M01E10.T1"
"cel00970","CELE_M01E10.T2"
"cel00970","CELE_M01E5.T1"
"cel00970","CELE_M02F4.T1"
"cel00970","CELE_M02F4.T2"
"cel00970","CELE_M03A1.T1"
"cel00970","CELE_M163.T2"
"cel00970","CELE_M57.T1"
"cel00970","CELE_R01H5.T1"
"cel00970","CELE_R02E12.T1"
"cel00970","CELE_R03E1.T1"
"cel00970","CELE_R03E1.T2"
"cel00970","CELE_R04A9.T1"
"cel00970","CELE_R04D3.T1"
"cel00970","CELE_R04D3.T2"
"cel00970","CELE_R04D3.T3"
"cel00970","CELE_R04D3.T4"
"cel00970","CELE_R04D3.T5"
"cel00970","CELE_R04E5.T1"
"cel00970","CELE_R04E5.T2"
"cel00970","CELE_R04E5.T3"
"cel00970","CELE_R04E5.T4"
"cel00970","CELE_R04E5.T5"
"cel00970","CELE_R04E5.T6"
"cel00970","CELE_R04F11.T1"
"cel00970","CELE_R09E10.T1"
"cel00970","CELE_R11.T1"
"cel00970","CELE_R11.T2"
"cel00970","CELE_R11.T3"
"cel00970","CELE_R11.T4"
"cel00970","CELE_R11A8.6"
"cel00970","CELE_R11B5.T1"
"cel00970","CELE_R11B5.T2"
"cel00970","CELE_R11B5.T3"
"cel00970","CELE_R11G10.T1"
"cel00970","CELE_R11G10.T2"
"cel00970","CELE_R148.T1"
"cel00970","CELE_R74.1"
"cel00970","CELE_T01B4.T1"
"cel00970","CELE_T01B4.T2"
"cel00970","CELE_T01B4.T3"
"cel00970","CELE_T01B4.T4"
"cel00970","CELE_T01C1.T1"
"cel00970","CELE_T02G5.9"
"cel00970","CELE_T02G6.T1"
"cel00970","CELE_T03E6.T1"
"cel00970","CELE_T03G6.T1"
"cel00970","CELE_T04D3.T1"
"cel00970","CELE_T04D3.T2"
"cel00970","CELE_T04D3.T3"
"cel00970","CELE_T04D3.T4"
"cel00970","CELE_T04F8.T1"
"cel00970","CELE_T05A8.T1"
"cel00970","CELE_T05A8.T2"
"cel00970","CELE_T05C7.T1"
"cel00970","CELE_T06H11.T1"
"cel00970","CELE_T06H11.T2"
"cel00970","CELE_T06H11.T3"
"cel00970","CELE_T07A9.2"
"cel00970","CELE_T07H6.T1"
"cel00970","CELE_T07H6.T2"
"cel00970","CELE_T08A9.T1"
"cel00970","CELE_T08B2.9"
"cel00970","CELE_T09B4.T1"
"cel00970","CELE_T09B4.T2"
"cel00970","CELE_T09F5.T1"
"cel00970","CELE_T10B10.T1"
"cel00970","CELE_T10B10.T2"
"cel00970","CELE_T10B9.T1"
"cel00970","CELE_T10F2.1"
"cel00970","CELE_T11G6.1"
"cel00970","CELE_T11G6.8"
"cel00970","CELE_T14B4.T1"
"cel00970","CELE_T14F9.T1"
"cel00970","CELE_T14G8.T1"
"cel00970","CELE_T15B12.T1"
"cel00970","CELE_T16D1.T1"
"cel00970","CELE_T18D3.T1"
"cel00970","CELE_T19C4.T1"
"cel00970","CELE_T20H4.3"
"cel00970","CELE_T21B4.T1"
"cel00970","CELE_T22A3.T1"
"cel00970","CELE_T22C8.T1"
"cel00970","CELE_T22F3.T1"
"cel00970","CELE_T22F3.T2"
"cel00970","CELE_T22F3.T3"
"cel00970","CELE_T22F3.T4"
"cel00970","CELE_T22F7.T1"
"cel00970","CELE_T23F1.T1"
"cel00970","CELE_T23F1.T2"
"cel00970","CELE_T23H4.T1"
"cel00970","CELE_T25B6.T1"
"cel00970","CELE_T25B6.T2"
"cel00970","CELE_T25D1.T2"
"cel00970","CELE_T25E4.T1"
"cel00970","CELE_T26C11.T1"
"cel00970","CELE_T27B1.T1"
"cel00970","CELE_T27F6.5"
"cel00970","CELE_T28B4.T1"
"cel00970","CELE_T28C12.T1"
"cel00970","CELE_T28D6.T1"
"cel00970","CELE_T28D6.T2"
"cel00970","CELE_T28F2.T1"
"cel00970","CELE_W02B12.6"
"cel00970","CELE_W02G9.T1"
"cel00970","CELE_W02G9.T2"
"cel00970","CELE_W02H3.T1"
"cel00970","CELE_W03B1.4"
"cel00970","CELE_W03C9.T1"
"cel00970","CELE_W03G11.T1"
"cel00970","CELE_W06D4.T1"
"cel00970","CELE_W06G6.T1"
"cel00970","CELE_W06G6.T2"
"cel00970","CELE_W06G6.T3"
"cel00970","CELE_W07G4.T1"
"cel00970","CELE_W09D6.T1"
"cel00970","CELE_W09D6.T2"
"cel00970","CELE_W09G10.T1"
"cel00970","CELE_W09G10.T2"
"cel00970","CELE_W09G10.T3"
"cel00970","CELE_W10G11.T1"
"cel00970","CELE_W10G11.T2"
"cel00970","CELE_Y104H12A.T1"
"cel00970","CELE_Y105C5A.T1"
"cel00970","CELE_Y105C5A.T2"
"cel00970","CELE_Y105C5B.T1"
"cel00970","CELE_Y105C5B.T2"
"cel00970","CELE_Y105C5B.T3"
"cel00970","CELE_Y105C5B.T4"
"cel00970","CELE_Y105E8A.19"
"cel00970","CELE_Y105E8A.20"
"cel00970","CELE_Y110A2AL.T1"
"cel00970","CELE_Y110A2AL.T2"
"cel00970","CELE_Y116F11A.T1"
"cel00970","CELE_Y119D3B.T1"
"cel00970","CELE_Y17G9A.T1"
"cel00970","CELE_Y18H1A.T1"
"cel00970","CELE_Y22D7AL.T3"
"cel00970","CELE_Y22D7AL.T4"
"cel00970","CELE_Y23H5A.7"
"cel00970","CELE_Y25C1A.T1"
"cel00970","CELE_Y25C1A.T2"
"cel00970","CELE_Y37A1B.T1"
"cel00970","CELE_Y37B11A.T2"
"cel00970","CELE_Y37E11AL.T1"
"cel00970","CELE_Y38E10A.T1"
"cel00970","CELE_Y38H6A.T1"
"cel00970","CELE_Y39A1A.T1"
"cel00970","CELE_Y39B6A.T10"
"cel00970","CELE_Y39B6A.T9"
"cel00970","CELE_Y39G10AL.T1"
"cel00970","CELE_Y40C5A.T1"
"cel00970","CELE_Y40H7A.T1"
"cel00970","CELE_Y40H7A.T2"
"cel00970","CELE_Y41D4A.6"
"cel00970","CELE_Y41E3.4"
"cel00970","CELE_Y43D4A.T1"
"cel00970","CELE_Y43D4A.T2"
"cel00970","CELE_Y43F4A.T1"
"cel00970","CELE_Y43F4A.T2"
"cel00970","CELE_Y46G5A.T1"
"cel00970","CELE_Y49E10.22"
"cel00970","CELE_Y49E10.T1"
"cel00970","CELE_Y4C6B.T1"
"cel00970","CELE_Y4C6B.T2"
"cel00970","CELE_Y51H4A.T2"
"cel00970","CELE_Y51H4A.T3"
"cel00970","CELE_Y51H4A.T4"
"cel00970","CELE_Y51H4A.T5"
"cel00970","CELE_Y51H4A.T6"
"cel00970","CELE_Y51H7BR.T1"
"cel00970","CELE_Y53C10A.T1"
"cel00970","CELE_Y53C10A.T2"
"cel00970","CELE_Y53C10A.T3"
"cel00970","CELE_Y53C12A.T1"
"cel00970","CELE_Y54G2A.T1"
"cel00970","CELE_Y54G2A.T2"
"cel00970","CELE_Y54G2A.T3"
"cel00970","CELE_Y54G2A.T4"
"cel00970","CELE_Y54G2A.T5"
"cel00970","CELE_Y55F3BR.T1"
"cel00970","CELE_Y57A10B.T1"
"cel00970","CELE_Y57A10C.T1"
"cel00970","CELE_Y57G11B.T1"
"cel00970","CELE_Y57G11C.T1"
"cel00970","CELE_Y59E1B.T2"
"cel00970","CELE_Y60A3A.13"
"cel00970","CELE_Y65A5A.T1"
"cel00970","CELE_Y65A5A.T2"
"cel00970","CELE_Y65A5A.T3"
"cel00970","CELE_Y65A5A.T4"
"cel00970","CELE_Y66D12A.23"
"cel00970","CELE_Y66D12A.7"
"cel00970","CELE_Y66D12A.T1"
"cel00970","CELE_Y69A2AR.T2"
"cel00970","CELE_Y70C5A.T1"
"cel00970","CELE_Y71H2AM.T1"
"cel00970","CELE_Y73B6BL.T1"
"cel00970","CELE_Y73F8A.T1"
"cel00970","CELE_Y73F8A.T2"
"cel00970","CELE_Y73F8A.T3"
"cel00970","CELE_Y73F8A.T4"
"cel00970","CELE_Y75D11A.T2"
"cel00970","CELE_Y7A5A.T1"
"cel00970","CELE_Y7A5A.T2"
"cel00970","CELE_Y7A5A.T3"
"cel00970","CELE_Y7A5A.T4"
"cel00970","CELE_Y7A5A.T5"
"cel00970","CELE_Y7A9D.T1"
"cel00970","CELE_Y7A9D.T2"
"cel00970","CELE_Y7A9D.T3"
"cel00970","CELE_Y80D3A.1"
"cel00970","CELE_Y82E9BR.T1"
"cel00970","CELE_Y87G2A.5"
"cel00970","CELE_Y92C3A.T2"
"cel00970","CELE_Y92C3A.T3"
"cel00970","CELE_Y92H12A.T1"
"cel00970","CELE_Y95B8A.T1"
"cel00970","CELE_Y95D11A.T1"
"cel00970","CELE_Y97E10C.T1"
"cel00970","CELE_ZC132.T1"
"cel00970","CELE_ZC412.T1"
"cel00970","CELE_ZC412.T2"
"cel00970","CELE_ZC434.5"
"cel00970","CELE_ZC449.T1"
"cel00970","CELE_ZC455.T1"
"cel00970","CELE_ZC513.4"
"cel00970","CELE_ZK1010.T1"
"cel00970","CELE_ZK1067.T1"
"cel00970","CELE_ZK154.T1"
"cel00970","CELE_ZK154.T2"
"cel00970","CELE_ZK154.T3"
"cel00970","CELE_ZK154.T4"
"cel00970","CELE_ZK154.T5"
"cel00970","CELE_ZK262.T1"
"cel00970","CELE_ZK380.T1"
"cel00970","CELE_ZK39.T1"
"cel00970","CELE_ZK507.T1"
"cel00970","CELE_ZK524.3"
"cel00970","CELE_ZK563.T1"
"cel00970","CELE_ZK617.T1"
"cel00970","CELE_ZK622.T1"
"cel00970","CELE_ZK622.T2"
"cel00970","CELE_ZK678.T1"
"cel00970","CELE_ZK678.T2"
"cel00970","CELE_ZK678.T3"
"cel00970","CELE_ZK678.T5"
"cel00970","CELE_ZK783.T1"
"cel00970","CELE_ZK822.T1"
"cel00970","CELE_ZK899.T1"
"cel00970","CELE_ZK970.T1"
"cel00970","CELE_ZK970.T2"
"cel00970","CELE_ZK970.T3"
"cel00970","CELE_ZK970.T4"
"cel00970","CELE_ZK994.T1"
"cel00970","CELE_ZK994.T2"
"cel00970","CELE_ZK994.T3"
"cel00970","KEF34_t03"
"cel00970","KEF34_t20"
"cel00970","KEF34_t21"
"cel00980","CELE_B0310.5"
"cel00980","CELE_C02A12.1"
"cel00980","CELE_C02D5.3"
"cel00980","CELE_C02D5.4"
"cel00980","CELE_C17G1.3"
"cel00980","CELE_C18C4.3"
"cel00980","CELE_C29E4.7"
"cel00980","CELE_C44H9.1"
"cel00980","CELE_D2024.7"
"cel00980","CELE_D2063.1"
"cel00980","CELE_F11G11.1"
"cel00980","CELE_F11G11.2"
"cel00980","CELE_F11G11.3"
"cel00980","CELE_F13A7.10"
"cel00980","CELE_F35E8.8"
"cel00980","CELE_F35H8.6"
"cel00980","CELE_F37B1.1"
"cel00980","CELE_F37F2.3"
"cel00980","CELE_F39G3.1"
"cel00980","CELE_H24K24.3"
"cel00980","CELE_K08F4.11"
"cel00980","CELE_K08F4.6"
"cel00980","CELE_K08F4.7"
"cel00980","CELE_K12G11.3"
"cel00980","CELE_K12G11.4"
"cel00980","CELE_M88.1"
"cel00980","CELE_R03D7.6"
"cel00980","CELE_R05F9.5"
"cel00980","CELE_R07B1.4"
"cel00980","CELE_R107.7"
"cel00980","CELE_R11A8.3"
"cel00980","CELE_R11G1.3"
"cel00980","CELE_R13D7.7"
"cel00980","CELE_T04H1.7"
"cel00980","CELE_T04H1.8"
"cel00980","CELE_T07C5.1"
"cel00980","CELE_T28A11.11"
"cel00980","CELE_W01A11.1"
"cel00980","CELE_W10C8.4"
"cel00980","CELE_Y45G12C.2"
"cel00980","CELE_Y48E1B.10"
"cel00980","CELE_Y53F4B.31"
"cel00980","CELE_Y53F4B.33"
"cel00980","CELE_ZC443.5"
"cel00980","CELE_ZC455.4"
"cel00980","CELE_ZK1320.1"
"cel00980","CELE_ZK546.11"
"cel00982","CELE_B0222.9"
"cel00982","CELE_B0310.5"
"cel00982","CELE_C02A12.1"
"cel00982","CELE_C02D5.3"
"cel00982","CELE_C02D5.4"
"cel00982","CELE_C17G1.3"
"cel00982","CELE_C18C4.3"
"cel00982","CELE_C29E4.7"
"cel00982","CELE_C44H9.1"
"cel00982","CELE_D2024.7"
"cel00982","CELE_D2063.1"
"cel00982","CELE_F11G11.1"
"cel00982","CELE_F11G11.2"
"cel00982","CELE_F11G11.3"
"cel00982","CELE_F13A7.10"
"cel00982","CELE_F35E8.8"
"cel00982","CELE_F35H8.6"
"cel00982","CELE_F37B1.1"
"cel00982","CELE_F37F2.3"
"cel00982","CELE_F39G3.1"
"cel00982","CELE_F53F4.5"
"cel00982","CELE_H24K24.3"
"cel00982","CELE_H24K24.5"
"cel00982","CELE_K08C7.2"
"cel00982","CELE_K08C7.5"
"cel00982","CELE_K08F4.11"
"cel00982","CELE_K08F4.6"
"cel00982","CELE_K08F4.7"
"cel00982","CELE_K12G11.3"
"cel00982","CELE_K12G11.4"
"cel00982","CELE_M88.1"
"cel00982","CELE_R03D7.6"
"cel00982","CELE_R05F9.5"
"cel00982","CELE_R07B1.4"
"cel00982","CELE_R107.7"
"cel00982","CELE_R11A8.3"
"cel00982","CELE_R11G1.3"
"cel00982","CELE_R13D7.7"
"cel00982","CELE_T04H1.7"
"cel00982","CELE_T04H1.8"
"cel00982","CELE_T07C5.1"
"cel00982","CELE_T28A11.11"
"cel00982","CELE_W10C8.4"
"cel00982","CELE_Y39A1A.19"
"cel00982","CELE_Y45G12C.2"
"cel00982","CELE_Y48E1B.10"
"cel00982","CELE_Y53F4B.31"
"cel00982","CELE_Y53F4B.33"
"cel00982","CELE_ZC443.5"
"cel00982","CELE_ZC455.4"
"cel00982","CELE_ZK1320.1"
"cel00982","CELE_ZK546.11"
"cel00983","CELE_B0001.4"
"cel00983","CELE_B0310.5"
"cel00983","CELE_C02D5.3"
"cel00983","CELE_C02D5.4"
"cel00983","CELE_C03C10.3"
"cel00983","CELE_C17G1.3"
"cel00983","CELE_C18C4.3"
"cel00983","CELE_C25F6.3"
"cel00983","CELE_C29E4.7"
"cel00983","CELE_C29F7.3"
"cel00983","CELE_C44H9.1"
"cel00983","CELE_C47D2.2"
"cel00983","CELE_C47E12.8"
"cel00983","CELE_C52A10.2"
"cel00983","CELE_F11G11.1"
"cel00983","CELE_F11G11.2"
"cel00983","CELE_F11G11.3"
"cel00983","CELE_F13A7.10"
"cel00983","CELE_F13H6.3"
"cel00983","CELE_F13H8.7"
"cel00983","CELE_F19B6.1"
"cel00983","CELE_F25H2.5"
"cel00983","CELE_F35E8.8"
