"from","to"
"cel04137","CELE_Y39A1A.5"
"cel04137","CELE_Y67D2.2"
"cel04137","CELE_Y67D8C.5"
"cel04137","CELE_Y92H12A.1"
"cel04137","CELE_ZC416.4"
"cel04137","CELE_ZC97.1"
"cel04137","CELE_ZK1010.1"
"cel04137","CELE_ZK1248.14"
"cel04137","CELE_ZK593.6"
"cel04137","CELE_ZK652.2"
"cel04137","CELE_ZK792.6"
"cel04140","CELE_B0025.1"
"cel04140","CELE_B0261.2"
"cel04140","CELE_B0303.9"
"cel04140","CELE_B0334.8"
"cel04140","CELE_B0336.8"
"cel04140","CELE_B0361.10"
"cel04140","CELE_B0478.1"
"cel04140","CELE_B0513.9"
"cel04140","CELE_B0545.1"
"cel04140","CELE_C03B1.12"
"cel04140","CELE_C05D11.2"
"cel04140","CELE_C10C5.6"
"cel04140","CELE_C10H11.8"
"cel04140","CELE_C12D8.10"
"cel04140","CELE_C14F5.1"
"cel04140","CELE_C25B8.3"
"cel04140","CELE_C26H9A.2"
"cel04140","CELE_C32D5.9"
"cel04140","CELE_C39F7.4"
"cel04140","CELE_C41C4.4"
"cel04140","CELE_C44C11.1"
"cel04140","CELE_C52E4.1"
"cel04140","CELE_C54D1.3"
"cel04140","CELE_C56C10.12"
"cel04140","CELE_D1037.4"
"cel04140","CELE_D2007.5"
"cel04140","CELE_D2013.1"
"cel04140","CELE_D2085.2"
"cel04140","CELE_F02E8.5"
"cel04140","CELE_F17C8.4"
"cel04140","CELE_F18A1.6"
"cel04140","CELE_F25B5.4"
"cel04140","CELE_F28H6.1"
"cel04140","CELE_F32A6.3"
"cel04140","CELE_F32H5.1"
"cel04140","CELE_F33D4.2"
"cel04140","CELE_F34H10.1"
"cel04140","CELE_F35A5.8"
"cel04140","CELE_F36D3.9"
"cel04140","CELE_F38A6.3"
"cel04140","CELE_F38H4.9"
"cel04140","CELE_F41E6.13"
"cel04140","CELE_F43C1.2"
"cel04140","CELE_F43D9.2"
"cel04140","CELE_F44C4.3"
"cel04140","CELE_F46C3.1"
"cel04140","CELE_F52F12.3"
"cel04140","CELE_F54C8.5"
"cel04140","CELE_F57F5.1"
"cel04140","CELE_H06I04.4"
"cel04140","CELE_H22K11.1"
"cel04140","CELE_H42K12.1"
"cel04140","CELE_K02D10.5"
"cel04140","CELE_K06A1.5"
"cel04140","CELE_K12C11.4"
"cel04140","CELE_M03A8.2"
"cel04140","CELE_M7.5"
"cel04140","CELE_PAR2.3"
"cel04140","CELE_R04A9.7"
"cel04140","CELE_R06F6.2"
"cel04140","CELE_R12H7.2"
"cel04140","CELE_R144.5"
"cel04140","CELE_T01C8.1"
"cel04140","CELE_T03E6.7"
"cel04140","CELE_T07A9.3"
"cel04140","CELE_T07A9.6"
"cel04140","CELE_T08A9.1"
"cel04140","CELE_T08G5.5"
"cel04140","CELE_T10H4.12"
"cel04140","CELE_T19E7.3"
"cel04140","CELE_T24A11.1"
"cel04140","CELE_T24F1.1"
"cel04140","CELE_VF39H2L.1"
"cel04140","CELE_W03C9.3"
"cel04140","CELE_W06B4.3"
"cel04140","CELE_W07B8.1"
"cel04140","CELE_W07B8.4"
"cel04140","CELE_W07B8.5"
"cel04140","CELE_Y105C5A.24"
"cel04140","CELE_Y106G6A.2"
"cel04140","CELE_Y110A7A.10"
"cel04140","CELE_Y24F12A.2"
"cel04140","CELE_Y34B4A.2"
"cel04140","CELE_Y37D8A.22"
"cel04140","CELE_Y37E3.10"
"cel04140","CELE_Y42H9AR.1"
"cel04140","CELE_Y47D3A.16"
"cel04140","CELE_Y51H1A.2"
"cel04140","CELE_Y54E10BL.6"
"cel04140","CELE_Y55F3AM.4"
"cel04140","CELE_Y59A8B.14"
"cel04140","CELE_Y60A3A.1"
"cel04140","CELE_Y69A2AR.6"
"cel04140","CELE_Y69A2AR.7"
"cel04140","CELE_Y71G12B.12"
"cel04140","CELE_Y71H2B.3"
"cel04140","CELE_Y81G3A.3"
"cel04140","CELE_Y87G2A.3"
"cel04140","CELE_ZC416.4"
"cel04140","CELE_ZK1010.1"
"cel04140","CELE_ZK384.3"
"cel04140","CELE_ZK593.6"
"cel04140","CELE_ZK792.6"
"cel04140","CELE_ZK792.8"
"cel04140","CELE_ZK909.2"
"cel04140","CELE_ZK930.1"
"cel04141","CELE_B0035.14"
"cel04141","CELE_B0403.4"
"cel04141","CELE_B0478.1"
"cel04141","CELE_C05C10.6"
"cel04141","CELE_C06A1.1"
"cel04141","CELE_C06A8.4"
"cel04141","CELE_C07A12.4"
"cel04141","CELE_C12C8.1"
"cel04141","CELE_C14B1.1"
"cel04141","CELE_C14B9.2"
"cel04141","CELE_C15H9.6"
"cel04141","CELE_C16C10.7"
"cel04141","CELE_C18E9.2"
"cel04141","CELE_C24F3.1"
"cel04141","CELE_C30C11.4"
"cel04141","CELE_C41C4.4"
"cel04141","CELE_C41C4.8"
"cel04141","CELE_C42D4.6"
"cel04141","CELE_C47E12.3"
"cel04141","CELE_C47E8.5"
"cel04141","CELE_C52D10.6"
"cel04141","CELE_C52D10.7"
"cel04141","CELE_C52D10.8"
"cel04141","CELE_C52D10.9"
"cel04141","CELE_C52E4.5"
"cel04141","CELE_C55B6.2"
"cel04141","CELE_D1022.1"
"cel04141","CELE_D2030.1"
"cel04141","CELE_D2045.6"
"cel04141","CELE_F10C2.5"
"cel04141","CELE_F11F1.1"
"cel04141","CELE_F12F6.6"
"cel04141","CELE_F13H10.4"
"cel04141","CELE_F15C11.2"
"cel04141","CELE_F19B6.2"
"cel04141","CELE_F23C8.4"
"cel04141","CELE_F25D7.1"
"cel04141","CELE_F26D10.3"
"cel04141","CELE_F26E4.11"
"cel04141","CELE_F28F8.6"
"cel04141","CELE_F32D8.6"
"cel04141","CELE_F39B2.10"
"cel04141","CELE_F40F9.6"
"cel04141","CELE_F43E2.8"
"cel04141","CELE_F44E5.4"
"cel04141","CELE_F44E5.5"
"cel04141","CELE_F44G3.6"
"cel04141","CELE_F45D3.5"
"cel04141","CELE_F45E6.2"
"cel04141","CELE_F46A9.4"
"cel04141","CELE_F46A9.5"
"cel04141","CELE_F46C3.1"
"cel04141","CELE_F47H4.10"
"cel04141","CELE_F48E3.3"
"cel04141","CELE_F52D1.1"
"cel04141","CELE_F54D10.1"
"cel04141","CELE_F54F2.9"
"cel04141","CELE_F55A11.3"
"cel04141","CELE_F55A3.1"
"cel04141","CELE_F56B3.12"
"cel04141","CELE_F56G4.5"
"cel04141","CELE_F57B10.10"
"cel04141","CELE_F57B10.11"
"cel04141","CELE_F58A4.10"
"cel04141","CELE_F59A6.1"
"cel04141","CELE_F59E12.4"
"cel04141","CELE_F59E12.5"
"cel04141","CELE_H06H21.6"
"cel04141","CELE_H06O01.1"
"cel04141","CELE_H14N18.1"
"cel04141","CELE_K02B12.3"
"cel04141","CELE_K02G10.8"
"cel04141","CELE_K07A1.8"
"cel04141","CELE_K08A8.1"
"cel04141","CELE_K08E3.7"
"cel04141","CELE_K08E7.7"
"cel04141","CELE_K08H2.1"
"cel04141","CELE_M01A10.3"
"cel04141","CELE_M7.1"
"cel04141","CELE_R12H7.3"
"cel04141","CELE_R12H7.5"
"cel04141","CELE_R151.6"
"cel04141","CELE_R74.3"
"cel04141","CELE_T03G11.4"
"cel04141","CELE_T04C10.4"
"cel04141","CELE_T04G9.3"
"cel04141","CELE_T04G9.5"
"cel04141","CELE_T05C3.5"
"cel04141","CELE_T05E11.3"
"cel04141","CELE_T05H10.5"
"cel04141","CELE_T07A5.5"
"cel04141","CELE_T07A9.3"
"cel04141","CELE_T09A5.11"
"cel04141","CELE_T09B4.10"
"cel04141","CELE_T12A2.2"
"cel04141","CELE_T14G8.3"
"cel04141","CELE_T15H9.7"
"cel04141","CELE_T19E7.2"
"cel04141","CELE_T22D1.4"
"cel04141","CELE_T24H7.2"
"cel04141","CELE_Y105C5B.13"
"cel04141","CELE_Y105E8A.2"
"cel04141","CELE_Y105E8B.8"
"cel04141","CELE_Y110A2AM.3"
"cel04141","CELE_Y110A2AR.2"
"cel04141","CELE_Y113G7A.3"
"cel04141","CELE_Y37E3.10"
"cel04141","CELE_Y37H2C.2"
"cel04141","CELE_Y38A10A.5"
"cel04141","CELE_Y38F2AR.2"
"cel04141","CELE_Y38F2AR.9"
"cel04141","CELE_Y47D7A.1"
"cel04141","CELE_Y47D7A.8"
"cel04141","CELE_Y47H9C.5"
"cel04141","CELE_Y49E10.4"
"cel04141","CELE_Y54E10BL.4"
"cel04141","CELE_Y54G2A.18"
"cel04141","CELE_Y56A3A.2"
"cel04141","CELE_Y56A3A.21"
"cel04141","CELE_Y57E12AM.1"
"cel04141","CELE_Y57G11C.15"
"cel04141","CELE_Y60A3A.18"
"cel04141","CELE_Y63D3A.6"
"cel04141","CELE_Y71F9AM.6"
"cel04141","CELE_Y77E11A.13"
"cel04141","CELE_Y87G2A.9"
"cel04141","CELE_Y94H6A.9"
"cel04141","CELE_ZC410.3"
"cel04141","CELE_ZC416.4"
"cel04141","CELE_ZC506.1"
"cel04141","CELE_ZC518.2"
"cel04141","CELE_ZK1307.8"
"cel04141","CELE_ZK180.4"
"cel04141","CELE_ZK20.3"
"cel04141","CELE_ZK287.5"
"cel04141","CELE_ZK353.8"
"cel04141","CELE_ZK632.6"
"cel04141","CELE_ZK686.3"
"cel04142","CELE_B0252.2"
"cel04142","CELE_B0261.2"
"cel04142","CELE_B0303.9"
"cel04142","CELE_B0513.9"
"cel04142","CELE_C01G8.2"
"cel04142","CELE_C02B10.2"
"cel04142","CELE_C03B1.12"
"cel04142","CELE_C05C10.1"
"cel04142","CELE_C05C10.4"
"cel04142","CELE_C05D11.2"
"cel04142","CELE_C06H2.6"
"cel04142","CELE_C07B5.5"
"cel04142","CELE_C07H6.6"
"cel04142","CELE_C10C5.6"
"cel04142","CELE_C10H11.8"
"cel04142","CELE_C13F10.2"
"cel04142","CELE_C17H12.14"
"cel04142","CELE_C25B8.3"
"cel04142","CELE_C26H9A.1"
"cel04142","CELE_C27A2.12"
"cel04142","CELE_C27A2.4"
"cel04142","CELE_C28C12.7"
"cel04142","CELE_C29E4.10"
"cel04142","CELE_C30F8.2"
"cel04142","CELE_C33C12.3"
"cel04142","CELE_C33C12.8"
"cel04142","CELE_C33G3.4"
"cel04142","CELE_C34B7.2"
"cel04142","CELE_C41C4.7"
"cel04142","CELE_C47A4.2"
"cel04142","CELE_C52E4.1"
"cel04142","CELE_EGAP2.3"
"cel04142","CELE_F02E8.3"
"cel04142","CELE_F02E8.6"
"cel04142","CELE_F02E9.7"
"cel04142","CELE_F07B10.1"
"cel04142","CELE_F07H5.9"
"cel04142","CELE_F09G8.2"
"cel04142","CELE_F11E6.1"
"cel04142","CELE_F13D12.6"
"cel04142","CELE_F13H10.3"
"cel04142","CELE_F14D7.6"
"cel04142","CELE_F16H11.3"
"cel04142","CELE_F20B6.2"
"cel04142","CELE_F26C11.1"
"cel04142","CELE_F27E5.1"
"cel04142","CELE_F29G9.3"
"cel04142","CELE_F32A6.3"
"cel04142","CELE_F32B5.8"
"cel04142","CELE_F32H5.1"
"cel04142","CELE_F35H10.4"
"cel04142","CELE_F36D3.9"
"cel04142","CELE_F36G3.3"
"cel04142","CELE_F36H2.2"
"cel04142","CELE_F41C3.5"
"cel04142","CELE_F41E6.6"
"cel04142","CELE_F42A8.3"
"cel04142","CELE_F43E2.4"
"cel04142","CELE_F44C4.3"
"cel04142","CELE_F44C4.5"
"cel04142","CELE_F44D12.9"
"cel04142","CELE_F46F11.5"
"cel04142","CELE_F49C12.13"
"cel04142","CELE_F52E1.10"
"cel04142","CELE_F52E1.13"
"cel04142","CELE_F53H8.1"
"cel04142","CELE_F54E4.1"
"cel04142","CELE_F54F3.3"
"cel04142","CELE_F55A12.7"
"cel04142","CELE_F55D10.1"
"cel04142","CELE_F55H2.2"
"cel04142","CELE_F57F5.1"
"cel04142","CELE_F59B2.2"
"cel04142","CELE_F59E12.11"
"cel04142","CELE_F59G1.3"
"cel04142","CELE_H14A12.3"
"cel04142","CELE_H22K11.1"
"cel04142","CELE_H32K16.1"
"cel04142","CELE_K02D10.5"
"cel04142","CELE_K04H4.6"
"cel04142","CELE_K08E7.1"
"cel04142","CELE_K09A9.3"
"cel04142","CELE_K09E4.4"
"cel04142","CELE_K11B4.2"
"cel04142","CELE_K11D2.2"
"cel04142","CELE_K11D2.3"
"cel04142","CELE_K11G12.3"
"cel04142","CELE_K11G12.4"
"cel04142","CELE_M04G12.2"
"cel04142","CELE_M05B5.4"
"cel04142","CELE_R04B3.2"
"cel04142","CELE_R06F6.2"
"cel04142","CELE_R07B7.1"
"cel04142","CELE_R07B7.11"
"cel04142","CELE_R07E4.4"
"cel04142","CELE_R10E11.2"
"cel04142","CELE_R10E11.8"
"cel04142","CELE_R10H10.7"
"cel04142","CELE_R11A5.1"
"cel04142","CELE_R12H7.2"
"cel04142","CELE_R13A5.1"
"cel04142","CELE_R148.2"
"cel04142","CELE_R148.6"
"cel04142","CELE_R160.1"
"cel04142","CELE_T01H3.1"
"cel04142","CELE_T03E6.7"
"cel04142","CELE_T08G11.1"
"cel04142","CELE_T08G5.5"
"cel04142","CELE_T09B9.2"
"cel04142","CELE_T10H4.12"
"cel04142","CELE_T13B5.3"
"cel04142","CELE_T14F9.1"
"cel04142","CELE_T14F9.3"
"cel04142","CELE_T16D1.2"
"cel04142","CELE_T19B10.3"
"cel04142","CELE_T20B5.1"
"cel04142","CELE_T20D3.7"
"cel04142","CELE_T20G5.1"
"cel04142","CELE_T20G5.10"
"cel04142","CELE_T22C8.2"
"cel04142","CELE_T23D8.2"
"cel04142","CELE_T24F1.1"
"cel04142","CELE_T27A1.5"
"cel04142","CELE_T28H10.3"
"cel04142","CELE_VF39H2L.1"
"cel04142","CELE_VW02B12L.1"
"cel04142","CELE_W03C9.3"
"cel04142","CELE_W03G1.7"
"cel04142","CELE_W03G11.3"
"cel04142","CELE_W04C9.1"
"cel04142","CELE_W04G3.4"
"cel04142","CELE_W06B4.3"
"cel04142","CELE_W07B8.1"
"cel04142","CELE_W07B8.4"
"cel04142","CELE_W07B8.5"
"cel04142","CELE_W09G10.4"
"cel04142","CELE_Y105E8A.9"
"cel04142","CELE_Y105E8B.9"
"cel04142","CELE_Y110A7A.12"
"cel04142","CELE_Y16B4A.2"
"cel04142","CELE_Y24F12A.2"
"cel04142","CELE_Y37E11B.3"
"cel04142","CELE_Y38F2AL.3"
"cel04142","CELE_Y38F2AL.4"
"cel04142","CELE_Y40D12A.2"
"cel04142","CELE_Y43F4B.7"
"cel04142","CELE_Y47D3A.17"
"cel04142","CELE_Y48G8AL.14"
"cel04142","CELE_Y49A3A.2"
"cel04142","CELE_Y49E10.20"
"cel04142","CELE_Y4C6B.6"
"cel04142","CELE_Y50E8A.16"
"cel04142","CELE_Y51H1A.2"
"cel04142","CELE_Y53G8AR.7"
"cel04142","CELE_Y54F10AM.10"
"cel04142","CELE_Y55H10A.1"
"cel04142","CELE_Y57G11C.13"
"cel04142","CELE_Y69A2AR.4"
"cel04142","CELE_Y69A2AR.6"
"cel04142","CELE_Y71H2B.10"
"cel04142","CELE_Y73B6BL.30"
"cel04142","CELE_Y76A2B.6"
"cel04142","CELE_Y87G2A.19"
"cel04142","CELE_Y97E10AR.7"
"cel04142","CELE_ZC190.1"
"cel04142","CELE_ZK1128.8"
"cel04142","CELE_ZK384.3"
"cel04142","CELE_ZK455.4"
"cel04142","CELE_ZK484.2"
"cel04142","CELE_ZK6.7"
"cel04142","CELE_ZK637.8"
"cel04142","CELE_ZK809.4"
"cel04142","CELE_ZK970.4"
"cel04144","CELE_B0336.2"
"cel04144","CELE_C01A2.4"
"cel04144","CELE_C02C6.1"
"cel04144","CELE_C04G6.3"
"cel04144","CELE_C05D9.1"
"cel04144","CELE_C06A6.3"
"cel04144","CELE_C07G1.4"
"cel04144","CELE_C07G1.5"
"cel04144","CELE_C09G12.9"
"cel04144","CELE_C12C8.1"
"cel04144","CELE_C24H11.7"
"cel04144","CELE_C27F2.5"
"cel04144","CELE_C34G6.7"
"cel04144","CELE_C35D10.16"
"cel04144","CELE_C44C1.4"
"cel04144","CELE_C46H11.3"
"cel04144","CELE_C56A3.7"
"cel04144","CELE_C56C10.3"
"cel04144","CELE_CD4.4"
"cel04144","CELE_D1037.4"
"cel04144","CELE_D2024.6"
"cel04144","CELE_E01B7.1"
"cel04144","CELE_F01F1.4"
"cel04144","CELE_F02E8.3"
"cel04144","CELE_F07F6.4"
"cel04144","CELE_F09E5.1"
"cel04144","CELE_F11F1.1"
"cel04144","CELE_F14F3.2"
"cel04144","CELE_F17C11.8"
"cel04144","CELE_F19C6.1"
"cel04144","CELE_F23C8.6"
"cel04144","CELE_F26D10.3"
"cel04144","CELE_F26H9.6"
"cel04144","CELE_F35A5.8"
"cel04144","CELE_F41E6.9"
"cel04144","CELE_F44E5.4"
"cel04144","CELE_F44E5.5"
"cel04144","CELE_F45E4.1"
"cel04144","CELE_F53G12.1"
"cel04144","CELE_F53H8.2"
"cel04144","CELE_F54E7.3"
"cel04144","CELE_F55A12.3"
"cel04144","CELE_F55C12.1"
"cel04144","CELE_F57B10.9"
"cel04144","CELE_F57H12.1"
"cel04144","CELE_F58G6.1"
"cel04144","CELE_F59E12.10"
"cel04144","CELE_F59G1.3"
"cel04144","CELE_K02B12.7"
"cel04144","CELE_K06H7.4"
"cel04144","CELE_K07C5.1"
"cel04144","CELE_K10C8.3"
"cel04144","CELE_M01B12.3"
"cel04144","CELE_M02A10.3"
"cel04144","CELE_M02B7.5"
"cel04144","CELE_M106.5"
"cel04144","CELE_R05D3.7"
"cel04144","CELE_R07G3.1"
"cel04144","CELE_R10E12.1"
"cel04144","CELE_R12C12.5"
"cel04144","CELE_R160.1"
"cel04144","CELE_T04C10.2"
"cel04144","CELE_T04D1.3"
"cel04144","CELE_T05E7.3"
"cel04144","CELE_T10G3.5"
"cel04144","CELE_T13F2.8"
"cel04144","CELE_T20B5.1"
"cel04144","CELE_T20D3.7"
"cel04144","CELE_T20G5.1"
"cel04144","CELE_T23G11.7"
"cel04144","CELE_T23H2.5"
"cel04144","CELE_T24B8.2"
"cel04144","CELE_T26E3.3"
"cel04144","CELE_T27F7.1"
"cel04144","CELE_VF11C1L.1"
"cel04144","CELE_W02A11.2"
"cel04144","CELE_W02B3.2"
"cel04144","CELE_W03C9.3"
"cel04144","CELE_W06D4.5"
"cel04144","CELE_W06H8.1"
"cel04144","CELE_W09D10.1"
"cel04144","CELE_Y116A8C.12"
"cel04144","CELE_Y17G7B.15"
"cel04144","CELE_Y32F6B.3"
"cel04144","CELE_Y34D9A.10"
"cel04144","CELE_Y37D8A.1"
"cel04144","CELE_Y39A1A.15"
"cel04144","CELE_Y42H9AR.3"
"cel04144","CELE_Y46G5A.12"
"cel04144","CELE_Y47D3A.25"
"cel04144","CELE_Y48E1B.1"
"cel04144","CELE_Y51H4A.3"
"cel04144","CELE_Y53F4B.21"
"cel04144","CELE_Y55D9A.1"
"cel04144","CELE_Y59A8B.22"
"cel04144","CELE_Y65B4A.3"
"cel04144","CELE_Y65B4BR.4"
"cel04144","CELE_Y6B3A.1"
"cel04144","CELE_Y6D11A.2"
"cel04144","CELE_Y71F9AL.16"
"cel04144","CELE_Y71H2B.10"
"cel04144","CELE_Y79H2A.6"
"cel04144","CELE_Y87G2A.10"
"cel04144","CELE_Y92H12A.1"
"cel04144","CELE_Y92H12A.2"
"cel04144","CELE_ZK1067.1"
"cel04144","CELE_ZK1128.8"
"cel04144","CELE_ZK1248.3"
"cel04145","CELE_B0025.1"
"cel04145","CELE_B0272.1"
"cel04145","CELE_C03B1.12"
"cel04145","CELE_C07G1.5"
"cel04145","CELE_C09G12.8"
"cel04145","CELE_C17H12.1"
"cel04145","CELE_C17H12.14"
"cel04145","CELE_C26H9A.1"
"cel04145","CELE_C30F8.2"
"cel04145","CELE_C35C5.4"
"cel04145","CELE_C36E8.5"
"cel04145","CELE_C39E9.14"
"cel04145","CELE_C44B11.3"
"cel04145","CELE_C47B2.3"
"cel04145","CELE_C54C6.2"
"cel04145","CELE_F16D3.1"
"cel04145","CELE_F18C12.1"
"cel04145","CELE_F20B6.2"
"cel04145","CELE_F26E4.8"
"cel04145","CELE_F26H9.6"
"cel04145","CELE_F32D8.6"
"cel04145","CELE_F32H2.9"
"cel04145","CELE_F35H10.4"
"cel04145","CELE_F40F4.5"
"cel04145","CELE_F44F4.11"
"cel04145","CELE_F46F11.5"
"cel04145","CELE_F49C12.13"
"cel04145","CELE_F52E1.10"
"cel04145","CELE_F55A4.1"
"cel04145","CELE_F55H2.2"
"cel04145","CELE_K01G5.7"
"cel04145","CELE_K03D3.10"
"cel04145","CELE_M03F4.2"
"cel04145","CELE_R10E11.2"
"cel04145","CELE_R10E11.8"
"cel04145","CELE_T01H3.1"
"cel04145","CELE_T03E6.7"
"cel04145","CELE_T04C12.4"
"cel04145","CELE_T04C12.5"
"cel04145","CELE_T04C12.6"
"cel04145","CELE_T04H1.9"
"cel04145","CELE_T10G3.5"
"cel04145","CELE_T10H9.3"
"cel04145","CELE_T14F9.1"
"cel04145","CELE_T21E12.4"
"cel04145","CELE_T25C8.2"
"cel04145","CELE_T28D6.2"
"cel04145","CELE_VW02B12L.1"
"cel04145","CELE_W03C9.3"
"cel04145","CELE_Y110A7A.12"
"cel04145","CELE_Y38A10A.5"
"cel04145","CELE_Y38F2AL.3"
"cel04145","CELE_Y38F2AL.4"
"cel04145","CELE_Y38F2AR.9"
"cel04145","CELE_Y49A3A.2"
"cel04145","CELE_Y55H10A.1"
"cel04145","CELE_Y57G11C.15"
"cel04145","CELE_ZK1058.2"
"cel04145","CELE_ZK154.3"
"cel04145","CELE_ZK632.6"
"cel04145","CELE_ZK637.8"
"cel04145","CELE_ZK899.4"
"cel04145","CELE_ZK970.4"
"cel04146","CELE_B0334.3"
"cel04146","CELE_B0395.3"
"cel04146","CELE_C08A9.1"
"cel04146","CELE_C15B12.1"
"cel04146","CELE_C15F1.7"
"cel04146","CELE_C15H9.8"
"cel04146","CELE_C24A3.4"
"cel04146","CELE_C34C6.6"
"cel04146","CELE_C34E10.4"
"cel04146","CELE_C34F6.8"
"cel04146","CELE_C37H5.13"
"cel04146","CELE_C44B7.8"
"cel04146","CELE_C44B7.9"
"cel04146","CELE_C46F4.2"
"cel04146","CELE_C47A10.5"
"cel04146","CELE_C47B2.8"
"cel04146","CELE_C48B4.1"
"cel04146","CELE_C54G10.3"
"cel04146","CELE_D2024.7"
"cel04146","CELE_F08A8.1"
"cel04146","CELE_F08A8.2"
"cel04146","CELE_F08A8.3"
"cel04146","CELE_F08A8.4"
"cel04146","CELE_F08B12.2"
"cel04146","CELE_F09E5.15"
"cel04146","CELE_F10D11.1"
"cel04146","CELE_F13H10.2"
"cel04146","CELE_F18E3.7"
"cel04146","CELE_F18F11.1"
"cel04146","CELE_F20H11.5"
"cel04146","CELE_F25E2.3"
"cel04146","CELE_F28F8.2"
"cel04146","CELE_F32A5.6"
"cel04146","CELE_F32D8.13"
"cel04146","CELE_F35G12.1"
"cel04146","CELE_F36H9.3"
"cel04146","CELE_F37C12.7"
"cel04146","CELE_F41E6.5"
"cel04146","CELE_F41E7.6"
"cel04146","CELE_F47G6.2"
"cel04146","CELE_F54F2.8"
"cel04146","CELE_F54F3.4"
"cel04146","CELE_F55B11.1"
"cel04146","CELE_F55H2.1"
"cel04146","CELE_F58A6.1"
"cel04146","CELE_F58F9.7"
"cel04146","CELE_F59B8.2"
"cel04146","CELE_F59F4.1"
"cel04146","CELE_R06F6.9"
"cel04146","CELE_R07C3.4"
"cel04146","CELE_R07H5.1"
"cel04146","CELE_R09E10.3"
"cel04146","CELE_T02D1.5"
"cel04146","CELE_T08B1.6"
"cel04146","CELE_T10H9.5"
"cel04146","CELE_T14D7.1"
"cel04146","CELE_T18D3.9"
"cel04146","CELE_T20B3.1"
"cel04146","CELE_Y25C1A.13"
"cel04146","CELE_Y42G9A.4"
"cel04146","CELE_Y46G5A.21"
"cel04146","CELE_Y50D7A.7"
"cel04146","CELE_Y54G11A.13"
"cel04146","CELE_Y54G11A.5"
"cel04146","CELE_Y54G11A.6"
"cel04146","CELE_Y57A10C.6"
"cel04146","CELE_Y65B4BL.5"
"cel04146","CELE_Y69A2AR.5"
"cel04146","CELE_Y71G12B.10"
"cel04146","CELE_Y71H10A.2"
"cel04146","CELE_Y76A2B.3"
"cel04146","CELE_ZK1320.1"
"cel04146","CELE_ZK430.3"
"cel04146","CELE_ZK470.1"
"cel04146","CELE_ZK550.5"
"cel04146","CELE_ZK550.6"
"cel04146","CELE_ZK809.7"
"cel04146","CELE_ZK892.4"
"cel04148","CELE_B0218.3"
"cel04148","CELE_B0303.9"
"cel04148","CELE_C05B10.1"
"cel04148","CELE_C05D11.2"
"cel04148","CELE_C09G12.8"
"cel04148","CELE_C25A1.11"
"cel04148","CELE_C30F8.4"
"cel04148","CELE_C34C6.5"
"cel04148","CELE_C35C5.4"
"cel04148","CELE_C42C1.4"
"cel04148","CELE_C44C8.6"
"cel04148","CELE_DY3.7"
"cel04148","CELE_F08B1.1"
"cel04148","CELE_F08F1.5"
"cel04148","CELE_F12B6.1"
"cel04148","CELE_F17A2.5"
"cel04148","CELE_F26H9.6"
"cel04148","CELE_F31E3.1"
"cel04148","CELE_F32A6.3"
"cel04148","CELE_F35C8.5"
"cel04148","CELE_F38A6.3"
"cel04148","CELE_F42G8.12"
"cel04148","CELE_F42G8.3"
"cel04148","CELE_F42G8.4"
"cel04148","CELE_F43C1.2"
"cel04148","CELE_F47A4.5"
"cel04148","CELE_F53F10.2"
"cel04148","CELE_F54F3.3"
"cel04148","CELE_F56D2.7"
"cel04148","CELE_F59G1.5"
"cel04148","CELE_H17B01.1"
"cel04148","CELE_K03D3.10"
"cel04148","CELE_K09A9.2"
"cel04148","CELE_K11C4.4"
"cel04148","CELE_K11D9.2"
"cel04148","CELE_K11E8.1"
"cel04148","CELE_M05B5.4"
"cel04148","CELE_R06F6.2"
"cel04148","CELE_R08C7.2"
"cel04148","CELE_R09B5.11"
"cel04148","CELE_R11A8.4"
"cel04148","CELE_T08G5.5"
"cel04148","CELE_T21E3.3"
"cel04148","CELE_W03C9.3"
"cel04148","CELE_W03F9.4"
"cel04148","CELE_W06B4.3"
"cel04148","CELE_W10G6.2"
"cel04148","CELE_Y106G6E.5"
"cel04148","CELE_Y38A10A.5"
"cel04148","CELE_Y41C4A.4"
"cel04148","CELE_Y41D4B.13"
"cel04148","CELE_Y43H11AL.2"
"cel04148","CELE_Y46G5A.17"
"cel04148","CELE_Y49E10.11"
"cel04148","CELE_Y54E10BL.6"
"cel04148","CELE_ZK154.7"
"cel04148","CELE_ZK6.7"
"cel04150","CELE_B0261.2"
"cel04150","CELE_B0334.8"
"cel04150","CELE_B0348.6"
"cel04150","CELE_C05D9.5"
"cel04150","CELE_C06H2.6"
"cel04150","CELE_C07H6.6"
"cel04150","CELE_C10C5.6"
"cel04150","CELE_C10H11.8"
"cel04150","CELE_C12D8.10"
"cel04150","CELE_C14F5.5"
"cel04150","CELE_C17H12.14"
"cel04150","CELE_C27A2.6"
"cel04150","CELE_C34F11.9"
"cel04150","CELE_C44H4.6"
"cel04150","CELE_C54D1.3"
"cel04150","CELE_E01H11.1"
"cel04150","CELE_F07C3.7"
"cel04150","CELE_F13H10.3"
"cel04150","CELE_F20B6.2"
"cel04150","CELE_F22D3.2"
"cel04150","CELE_F27E11.3"
"cel04150","CELE_F28H6.1"
"cel04150","CELE_F29C12.3"
"cel04150","CELE_F35H10.7"
"cel04150","CELE_F38E1.7"
"cel04150","CELE_F43C1.2"
"cel04150","CELE_F46F11.5"
"cel04150","CELE_F48E8.7"
"cel04150","CELE_F49E8.1"
