"UniprotID.TF","Name.TF","total_targets","deg_targets","prop_deg","contrast","index"
"P41934","ceh-18",145,8,0.0551724137931034,"RB2060_TR_vs_N2",0.441379310344828
"G5EFQ5","rnt-1",2683,148,0.0551621319418561,"RB2060_TR_vs_N2",8.16399552739471
"O01441","-",109,6,0.055045871559633,"RB2060_TR_vs_N2",0.330275229357798
"P10038","mab-5",2856,157,0.0549719887955182,"RB2060_TR_vs_N2",8.63060224089636
"G5EE18","ceh-28",983,54,0.0549338758901322,"RB2060_TR_vs_N2",2.96642929806714
"O16850","daf-16",5377,295,0.0548633066765855,"RB2060_TR_vs_N2",16.1846754695927
"O17617","fkh-4",237,13,0.0548523206751055,"RB2060_TR_vs_N2",0.713080168776371
"P46581","cnd-1",73,4,0.0547945205479452,"RB2060_TR_vs_N2",0.219178082191781
"P34341","kle-2",2177,119,0.0546623794212219,"RB2060_TR_vs_N2",6.5048231511254
"P91868","snpc-4",4070,222,0.0545454545454545,"RB2060_TR_vs_N2",12.1090909090909
"Q93560","blmp-1",4135,225,0.0544135429262394,"RB2060_TR_vs_N2",12.2430471584039
"Q18248","dmd-4",129,7,0.0542635658914729,"RB2060_TR_vs_N2",0.37984496124031
"P30630","lin-9",2518,136,0.0540111199364575,"RB2060_TR_vs_N2",7.34551231135822
"Q95XZ5","pqn-85",447,24,0.0536912751677852,"RB2060_TR_vs_N2",1.28859060402685
"G5ECR9","unc-55",3802,203,0.0533929510783798,"RB2060_TR_vs_N2",10.8387690689111
"Q17381","pha-4",5104,272,0.0532915360501567,"RB2060_TR_vs_N2",14.4952978056426
"Q65ZG8","lin-42",789,42,0.0532319391634981,"RB2060_TR_vs_N2",2.23574144486692
"G5EDT1","lin-35",4133,220,0.0532300992015485,"RB2060_TR_vs_N2",11.7106218243407
"Q10120","lin-52",2470,131,0.0530364372469636,"RB2060_TR_vs_N2",6.94777327935223
"Q9N5S3","lsy-2",3984,211,0.0529618473895582,"RB2060_TR_vs_N2",11.1749497991968
"Q10666","pop-1",19,1,0.0526315789473684,"RB2060_TR_vs_N2",0.0526315789473684
"Q18605","athp-1",19,1,0.0526315789473684,"RB2060_TR_vs_N2",0.0526315789473684
"O17514","mes-2",3232,170,0.0525990099009901,"RB2060_TR_vs_N2",8.94183168316832
"Q95PV7","tftc-3",230,12,0.0521739130434783,"RB2060_TR_vs_N2",0.626086956521739
"G5EF11","efl-1",3962,206,0.0519939424533064,"RB2060_TR_vs_N2",10.7107521453811
"Q95QD7","lin-54",2810,146,0.0519572953736655,"RB2060_TR_vs_N2",7.58576512455516
"Q9GTD4","nhr-71",2203,114,0.0517476168860645,"RB2060_TR_vs_N2",5.89922832501135
"G5EEG1","nfya-1",4130,211,0.051089588377724,"RB2060_TR_vs_N2",10.7799031476998
"O45134","xnd-1",810,41,0.0506172839506173,"RB2060_TR_vs_N2",2.07530864197531
"P41828","nhr-23",3267,165,0.0505050505050505,"RB2060_TR_vs_N2",8.33333333333333
"Q17370","nhr-47",1594,80,0.0501882057716437,"RB2060_TR_vs_N2",4.01505646173149
"P34708","tra-1",1739,87,0.0500287521564117,"RB2060_TR_vs_N2",4.35250143760782
"G5ED66","pax-3",60,3,0.05,"RB2060_TR_vs_N2",0.15
