"Gene","log2FC","padj","contrast","pathway_id","pathway_name"
"Y77E11A.2",1.43181430450914,2.62946060330295e-07,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"Y77E11A.2",1.43181430450914,2.62946060330295e-07,"N2: Treated vs Untreated","cel01240","Biosynthesis of cofactors"
"Y38F2AR.9",-1.45988659596667,2.77544035545772e-05,"N2: Treated vs Untreated","cel03060","Protein export"
"Y38F2AR.9",-1.45988659596667,2.77544035545772e-05,"N2: Treated vs Untreated","cel04141","Protein processing in endoplasmic reticulum"
"Y38F2AR.9",-1.45988659596667,2.77544035545772e-05,"N2: Treated vs Untreated","cel04145","Phagosome"
"Y38F2AR.2",-1.26812749640369,4.2776218533923e-09,"N2: Treated vs Untreated","cel04141","Protein processing in endoplasmic reticulum"
"Y38F2AR.12",3.33951843673416,6.26528489169989e-78,"N2: Treated vs Untreated","cel00480","Glutathione metabolism"
"Y38F2AR.12",3.33951843673416,6.26528489169989e-78,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"Y69A2AR.7",1.65389477707065,3.08008526627894e-14,"N2: Treated vs Untreated","cel04136","Autophagy - other"
"Y69A2AR.7",1.65389477707065,3.08008526627894e-14,"N2: Treated vs Untreated","cel04140","Autophagy - animal"
"ZC416.4",1.81069091720634,1.59345057408453e-12,"N2: Treated vs Untreated","cel04068","FoxO signaling pathway"
"ZC416.4",1.81069091720634,1.59345057408453e-12,"N2: Treated vs Untreated","cel04137","Mitophagy - animal"
"ZC416.4",1.81069091720634,1.59345057408453e-12,"N2: Treated vs Untreated","cel04140","Autophagy - animal"
"ZC416.4",1.81069091720634,1.59345057408453e-12,"N2: Treated vs Untreated","cel04141","Protein processing in endoplasmic reticulum"
"ZC416.4",1.81069091720634,1.59345057408453e-12,"N2: Treated vs Untreated","cel04212","Longevity regulating pathway - worm"
"ZC416.4",1.81069091720634,1.59345057408453e-12,"N2: Treated vs Untreated","cel04215","Apoptosis - multiple species"
"ZC416.4",1.81069091720634,1.59345057408453e-12,"N2: Treated vs Untreated","cel04310","Wnt signaling pathway"
"ZC416.4",1.81069091720634,1.59345057408453e-12,"N2: Treated vs Untreated","cel04361","Axon regeneration"
"ZC416.4",1.81069091720634,1.59345057408453e-12,"N2: Treated vs Untreated","cel04517","IgSF CAM signaling"
"ZC416.4",1.81069091720634,1.59345057408453e-12,"N2: Treated vs Untreated","cel04519","Cadherin signaling"
"ZC416.4",1.81069091720634,1.59345057408453e-12,"N2: Treated vs Untreated","cel04620","Toll-like receptor signaling pathway"
"Y37E11AR.2",1.92985581163865,1.93600514305058e-11,"N2: Treated vs Untreated","cel04120","Ubiquitin mediated proteolysis"
"Y37E11AR.2",1.92985581163865,1.93600514305058e-11,"N2: Treated vs Untreated","cel04137","Mitophagy - animal"
"Y37E11AR.2",1.92985581163865,1.93600514305058e-11,"N2: Treated vs Untreated","cel04310","Wnt signaling pathway"
"C35B1.1",2.22244566386086,2.91269943619579e-14,"N2: Treated vs Untreated","cel04120","Ubiquitin mediated proteolysis"
"Y9C9A.16",1.32843214663139,0.00133477784984535,"N2: Treated vs Untreated","cel00920","Sulfur metabolism"
"Y9C9A.16",1.32843214663139,0.00133477784984535,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"Y4C6B.6",-2.5759774994539,2.27259132103629e-14,"N2: Treated vs Untreated","cel00511","Other glycan degradation"
"Y4C6B.6",-2.5759774994539,2.27259132103629e-14,"N2: Treated vs Untreated","cel00600","Sphingolipid metabolism"
"Y4C6B.6",-2.5759774994539,2.27259132103629e-14,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"Y4C6B.6",-2.5759774994539,2.27259132103629e-14,"N2: Treated vs Untreated","cel04142","Lysosome biogenesis"
"Y4C6B.6",-2.5759774994539,2.27259132103629e-14,"N2: Treated vs Untreated","cel04382","Cornified envelope formation"
"F41H10.7",-1.43107834856776,1.58140776220319e-06,"N2: Treated vs Untreated","cel00062","Fatty acid elongation"
"F41H10.7",-1.43107834856776,1.58140776220319e-06,"N2: Treated vs Untreated","cel01040","Biosynthesis of unsaturated fatty acids"
"F41H10.7",-1.43107834856776,1.58140776220319e-06,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"F41H10.7",-1.43107834856776,1.58140776220319e-06,"N2: Treated vs Untreated","cel01212","Fatty acid metabolism"
"F41H10.8",-2.86249605252962,9.08636122316537e-47,"N2: Treated vs Untreated","cel00062","Fatty acid elongation"
"F41H10.8",-2.86249605252962,9.08636122316537e-47,"N2: Treated vs Untreated","cel01040","Biosynthesis of unsaturated fatty acids"
"F41H10.8",-2.86249605252962,9.08636122316537e-47,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"F41H10.8",-2.86249605252962,9.08636122316537e-47,"N2: Treated vs Untreated","cel01212","Fatty acid metabolism"
"T19E7.2",1.53023530134726,1.57769174588117e-06,"N2: Treated vs Untreated","cel04141","Protein processing in endoplasmic reticulum"
"T19E7.2",1.53023530134726,1.57769174588117e-06,"N2: Treated vs Untreated","cel04212","Longevity regulating pathway - worm"
"T19E7.3",2.44048364329233,3.09624029500174e-25,"N2: Treated vs Untreated","cel04136","Autophagy - other"
"T19E7.3",2.44048364329233,3.09624029500174e-25,"N2: Treated vs Untreated","cel04137","Mitophagy - animal"
"T19E7.3",2.44048364329233,3.09624029500174e-25,"N2: Treated vs Untreated","cel04140","Autophagy - animal"
"T19E7.3",2.44048364329233,3.09624029500174e-25,"N2: Treated vs Untreated","cel04215","Apoptosis - multiple species"
"C06E7.1",-1.05736093269413,1.6986713930692e-07,"N2: Treated vs Untreated","cel00270","Cysteine and methionine metabolism"
"C06E7.1",-1.05736093269413,1.6986713930692e-07,"N2: Treated vs Untreated","cel00670","One carbon pool by folate"
"C06E7.1",-1.05736093269413,1.6986713930692e-07,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"C06E7.1",-1.05736093269413,1.6986713930692e-07,"N2: Treated vs Untreated","cel01230","Biosynthesis of amino acids"
"C06E7.1",-1.05736093269413,1.6986713930692e-07,"N2: Treated vs Untreated","cel01240","Biosynthesis of cofactors"
"F58F9.7",-1.48131497096234,1.45932130768496e-10,"N2: Treated vs Untreated","cel00071","Fatty acid degradation"
"F58F9.7",-1.48131497096234,1.45932130768496e-10,"N2: Treated vs Untreated","cel00410","beta-Alanine metabolism"
"F58F9.7",-1.48131497096234,1.45932130768496e-10,"N2: Treated vs Untreated","cel00592","alpha-Linolenic acid metabolism"
"F58F9.7",-1.48131497096234,1.45932130768496e-10,"N2: Treated vs Untreated","cel00640","Propanoate metabolism"
"F58F9.7",-1.48131497096234,1.45932130768496e-10,"N2: Treated vs Untreated","cel01040","Biosynthesis of unsaturated fatty acids"
"F58F9.7",-1.48131497096234,1.45932130768496e-10,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"F58F9.7",-1.48131497096234,1.45932130768496e-10,"N2: Treated vs Untreated","cel01200","Carbon metabolism"
"F58F9.7",-1.48131497096234,1.45932130768496e-10,"N2: Treated vs Untreated","cel01212","Fatty acid metabolism"
"F58F9.7",-1.48131497096234,1.45932130768496e-10,"N2: Treated vs Untreated","cel04146","Peroxisome"
"C42D4.8",1.34976576506498,3.37918390120417e-05,"N2: Treated vs Untreated","cel03020","RNA polymerase"
"F55G1.9",1.13983816745531,0.00154457694556349,"N2: Treated vs Untreated","cel00330","Arginine and proline metabolism"
"F55G1.9",1.13983816745531,0.00154457694556349,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"F55G1.9",1.13983816745531,0.00154457694556349,"N2: Treated vs Untreated","cel01230","Biosynthesis of amino acids"
"F45E4.1",1.71088881247934,0.00185025214684238,"N2: Treated vs Untreated","cel04144","Endocytosis"
"C50F7.10",-1.07740402068638,2.25627356653478e-08,"N2: Treated vs Untreated","cel00500","Starch and sucrose metabolism"
"C50F7.10",-1.07740402068638,2.25627356653478e-08,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"C06A6.3",1.0398715550025,3.14745013807423e-16,"N2: Treated vs Untreated","cel04144","Endocytosis"
"B0218.2",3.73531980954931,2.4836140612493e-101,"N2: Treated vs Untreated","cel04361","Axon regeneration"
"B0218.1",-1.12715242988849,1.01535013499031e-07,"N2: Treated vs Untreated","cel04361","Axon regeneration"
"C07G1.5",1.11341363875411,0.00175773084082628,"N2: Treated vs Untreated","cel03250","Viral life cycle - HIV-1"
"C07G1.5",1.11341363875411,0.00175773084082628,"N2: Treated vs Untreated","cel04144","Endocytosis"
"C07G1.5",1.11341363875411,0.00175773084082628,"N2: Treated vs Untreated","cel04145","Phagosome"
"D2096.3",-2.03650828265372,4.46326885509505e-13,"N2: Treated vs Untreated","cel00052","Galactose metabolism"
"D2096.3",-2.03650828265372,4.46326885509505e-13,"N2: Treated vs Untreated","cel00500","Starch and sucrose metabolism"
"D2096.3",-2.03650828265372,4.46326885509505e-13,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"C10C5.3",2.11248976187677,7.99950111903699e-08,"N2: Treated vs Untreated","cel00220","Arginine biosynthesis"
"C10C5.3",2.11248976187677,7.99950111903699e-08,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"C10C5.3",2.11248976187677,7.99950111903699e-08,"N2: Treated vs Untreated","cel01210","2-Oxocarboxylic acid metabolism"
"C10C5.3",2.11248976187677,7.99950111903699e-08,"N2: Treated vs Untreated","cel01230","Biosynthesis of amino acids"
"F59B8.2",-1.59661941310016,2.32867807123205e-27,"N2: Treated vs Untreated","cel00020","Citrate cycle (TCA cycle)"
"F59B8.2",-1.59661941310016,2.32867807123205e-27,"N2: Treated vs Untreated","cel00480","Glutathione metabolism"
"F59B8.2",-1.59661941310016,2.32867807123205e-27,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"F59B8.2",-1.59661941310016,2.32867807123205e-27,"N2: Treated vs Untreated","cel01200","Carbon metabolism"
"F59B8.2",-1.59661941310016,2.32867807123205e-27,"N2: Treated vs Untreated","cel01210","2-Oxocarboxylic acid metabolism"
"F59B8.2",-1.59661941310016,2.32867807123205e-27,"N2: Treated vs Untreated","cel01230","Biosynthesis of amino acids"
"F59B8.2",-1.59661941310016,2.32867807123205e-27,"N2: Treated vs Untreated","cel04146","Peroxisome"
"F38E11.2",2.8866075243983,9.82817078715854e-06,"N2: Treated vs Untreated","cel04212","Longevity regulating pathway - worm"
"F38E11.2",2.8866075243983,9.82817078715854e-06,"N2: Treated vs Untreated","cel04213","Longevity regulating pathway - multiple species"
"C33A12.7",1.25354776163854,2.98808291152259e-06,"N2: Treated vs Untreated","cel00920","Sulfur metabolism"
"C33A12.7",1.25354776163854,2.98808291152259e-06,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"ZK1251.2",-1.09754789760434,0.0452238443578114,"N2: Treated vs Untreated","cel04212","Longevity regulating pathway - worm"
"ZK1251.2",-1.09754789760434,0.0452238443578114,"N2: Treated vs Untreated","cel04213","Longevity regulating pathway - multiple species"
"C47E12.5",1.09581697712139,0.000982551200628775,"N2: Treated vs Untreated","cel04120","Ubiquitin mediated proteolysis"
"C47E12.1",1.976394166922,1.32635586452935e-36,"N2: Treated vs Untreated","cel00970","Aminoacyl-tRNA biosynthesis"
"F44D12.9",-1.73932304121834,2.78465894412119e-05,"N2: Treated vs Untreated","cel04142","Lysosome biogenesis"
"K08F4.6",1.71440897652312,0.00172842959783253,"N2: Treated vs Untreated","cel00480","Glutathione metabolism"
"K08F4.6",1.71440897652312,0.00172842959783253,"N2: Treated vs Untreated","cel00980","Metabolism of xenobiotics by cytochrome P450"
"K08F4.6",1.71440897652312,0.00172842959783253,"N2: Treated vs Untreated","cel00982","Drug metabolism - cytochrome P450"
"K08F4.6",1.71440897652312,0.00172842959783253,"N2: Treated vs Untreated","cel00983","Drug metabolism - other enzymes"
"K08F4.6",1.71440897652312,0.00172842959783253,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"K08F4.6",1.71440897652312,0.00172842959783253,"N2: Treated vs Untreated","cel04212","Longevity regulating pathway - worm"
"K08F4.7",5.13046530489564,1.24853579338411e-81,"N2: Treated vs Untreated","cel00480","Glutathione metabolism"
"K08F4.7",5.13046530489564,1.24853579338411e-81,"N2: Treated vs Untreated","cel00980","Metabolism of xenobiotics by cytochrome P450"
"K08F4.7",5.13046530489564,1.24853579338411e-81,"N2: Treated vs Untreated","cel00982","Drug metabolism - cytochrome P450"
"K08F4.7",5.13046530489564,1.24853579338411e-81,"N2: Treated vs Untreated","cel00983","Drug metabolism - other enzymes"
"K08F4.7",5.13046530489564,1.24853579338411e-81,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"K08F4.7",5.13046530489564,1.24853579338411e-81,"N2: Treated vs Untreated","cel04212","Longevity regulating pathway - worm"
"F01G10.2",-1.24502029370663,1.20058073845143e-09,"N2: Treated vs Untreated","cel00062","Fatty acid elongation"
"F01G10.2",-1.24502029370663,1.20058073845143e-09,"N2: Treated vs Untreated","cel00071","Fatty acid degradation"
"F01G10.2",-1.24502029370663,1.20058073845143e-09,"N2: Treated vs Untreated","cel00280","Valine, leucine and isoleucine degradation"
"F01G10.2",-1.24502029370663,1.20058073845143e-09,"N2: Treated vs Untreated","cel00310","Lysine degradation"
"F01G10.2",-1.24502029370663,1.20058073845143e-09,"N2: Treated vs Untreated","cel00380","Tryptophan metabolism"
"F01G10.2",-1.24502029370663,1.20058073845143e-09,"N2: Treated vs Untreated","cel00650","Butanoate metabolism"
"F01G10.2",-1.24502029370663,1.20058073845143e-09,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"F01G10.2",-1.24502029370663,1.20058073845143e-09,"N2: Treated vs Untreated","cel01212","Fatty acid metabolism"
"R11A8.6",1.83187540663595,1.80746134508689e-26,"N2: Treated vs Untreated","cel00970","Aminoacyl-tRNA biosynthesis"
"R09H10.3",-1.89726496169076,7.2761930668968e-20,"N2: Treated vs Untreated","cel00230","Purine metabolism"
"R09H10.3",-1.89726496169076,7.2761930668968e-20,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"T25B9.1",-2.36915956915491,2.98953529061838e-09,"N2: Treated vs Untreated","cel00260","Glycine, serine and threonine metabolism"
"T25B9.1",-2.36915956915491,2.98953529061838e-09,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"T11G6.1",1.35443240805205,4.57487742532983e-17,"N2: Treated vs Untreated","cel00970","Aminoacyl-tRNA biosynthesis"
"ZK593.6",1.32780413106239,5.05742945588824e-10,"N2: Treated vs Untreated","cel04137","Mitophagy - animal"
"ZK593.6",1.32780413106239,5.05742945588824e-10,"N2: Treated vs Untreated","cel04140","Autophagy - animal"
"H21P03.3",1.09091805561305,0.000505582084500044,"N2: Treated vs Untreated","cel00564","Glycerophospholipid metabolism"
"H21P03.3",1.09091805561305,0.000505582084500044,"N2: Treated vs Untreated","cel00600","Sphingolipid metabolism"
"H21P03.3",1.09091805561305,0.000505582084500044,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"F58B3.7",1.05980989287976,8.78974514951125e-09,"N2: Treated vs Untreated","cel03040","Spliceosome"
"F35G2.4",1.07902338880453,1.62434214646552e-09,"N2: Treated vs Untreated","cel00330","Arginine and proline metabolism"
"F35G2.4",1.07902338880453,1.62434214646552e-09,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"ZK795.1",2.5236407003903,1.5191139160108e-43,"N2: Treated vs Untreated","cel00562","Inositol phosphate metabolism"
"ZK795.1",2.5236407003903,1.5191139160108e-43,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"ZK795.1",2.5236407003903,1.5191139160108e-43,"N2: Treated vs Untreated","cel04070","Phosphatidylinositol signaling system"
"K08E7.7",3.44454543575911,5.38793727339117e-22,"N2: Treated vs Untreated","cel04120","Ubiquitin mediated proteolysis"
"K08E7.7",3.44454543575911,5.38793727339117e-22,"N2: Treated vs Untreated","cel04141","Protein processing in endoplasmic reticulum"
"K08E7.7",3.44454543575911,5.38793727339117e-22,"N2: Treated vs Untreated","cel04310","Wnt signaling pathway"
"K08E7.7",3.44454543575911,5.38793727339117e-22,"N2: Treated vs Untreated","cel04350","TGF-beta signaling pathway"
"B0513.5",-1.10643607724463,6.41094455964089e-10,"N2: Treated vs Untreated","cel00330","Arginine and proline metabolism"
"B0513.5",-1.10643607724463,6.41094455964089e-10,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"Y37A1B.5",1.63751591520261,1.28369687184999e-16,"N2: Treated vs Untreated","cel00920","Sulfur metabolism"
"Y37A1B.5",1.63751591520261,1.28369687184999e-16,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"Y105C5A.24",-1.23015915943733,1.41765945290332e-12,"N2: Treated vs Untreated","cel04140","Autophagy - animal"
"Y105C5A.24",-1.23015915943733,1.41765945290332e-12,"N2: Treated vs Untreated","cel04310","Wnt signaling pathway"
"Y105C5A.24",-1.23015915943733,1.41765945290332e-12,"N2: Treated vs Untreated","cel04620","Toll-like receptor signaling pathway"
"F26D10.3",1.6303891431367,2.31986826722442e-16,"N2: Treated vs Untreated","cel03040","Spliceosome"
"F26D10.3",1.6303891431367,2.31986826722442e-16,"N2: Treated vs Untreated","cel04141","Protein processing in endoplasmic reticulum"
"F26D10.3",1.6303891431367,2.31986826722442e-16,"N2: Treated vs Untreated","cel04144","Endocytosis"
"F26D10.3",1.6303891431367,2.31986826722442e-16,"N2: Treated vs Untreated","cel04213","Longevity regulating pathway - multiple species"
"F11E6.5",-1.19920487759977,2.83435615403371e-13,"N2: Treated vs Untreated","cel00062","Fatty acid elongation"
"F11E6.5",-1.19920487759977,2.83435615403371e-13,"N2: Treated vs Untreated","cel01040","Biosynthesis of unsaturated fatty acids"
"F11E6.5",-1.19920487759977,2.83435615403371e-13,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"F11E6.5",-1.19920487759977,2.83435615403371e-13,"N2: Treated vs Untreated","cel01212","Fatty acid metabolism"
"Y39D8C.1",1.04004826473321,0.000833368923442071,"N2: Treated vs Untreated","cel02010","ABC transporters"
"ZK6.7",-1.7972967575137,1.0970877111861e-14,"N2: Treated vs Untreated","cel00100","Steroid biosynthesis"
"ZK6.7",-1.7972967575137,1.0970877111861e-14,"N2: Treated vs Untreated","cel04142","Lysosome biogenesis"
"ZK6.7",-1.7972967575137,1.0970877111861e-14,"N2: Treated vs Untreated","cel04148","Efferocytosis"
"C05E4.9",1.26097987676118,4.05201750345244e-07,"N2: Treated vs Untreated","cel00620","Pyruvate metabolism"
"C05E4.9",1.26097987676118,4.05201750345244e-07,"N2: Treated vs Untreated","cel00630","Glyoxylate and dicarboxylate metabolism"
"C05E4.9",1.26097987676118,4.05201750345244e-07,"N2: Treated vs Untreated","cel00640","Propanoate metabolism"
"C05E4.9",1.26097987676118,4.05201750345244e-07,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"C05E4.9",1.26097987676118,4.05201750345244e-07,"N2: Treated vs Untreated","cel01200","Carbon metabolism"
"W07B8.5",-1.39137703971391,1.03962317355371e-05,"N2: Treated vs Untreated","cel04140","Autophagy - animal"
"W07B8.5",-1.39137703971391,1.03962317355371e-05,"N2: Treated vs Untreated","cel04142","Lysosome biogenesis"
"W07B8.1",-1.25684836110525,0.000109329895500206,"N2: Treated vs Untreated","cel04140","Autophagy - animal"
"W07B8.1",-1.25684836110525,0.000109329895500206,"N2: Treated vs Untreated","cel04142","Lysosome biogenesis"
"R12A1.4",-1.39599415581267,3.66506429890974e-08,"N2: Treated vs Untreated","cel00983","Drug metabolism - other enzymes"
"R09B5.11",1.54984890570754,1.09688626869742e-07,"N2: Treated vs Untreated","cel04148","Efferocytosis"
"T08B1.3",-2.01576924696453,1.10256488669565e-26,"N2: Treated vs Untreated","cel00010","Glycolysis / Gluconeogenesis"
"T08B1.3",-2.01576924696453,1.10256488669565e-26,"N2: Treated vs Untreated","cel00053","Ascorbate and aldarate metabolism"
"T08B1.3",-2.01576924696453,1.10256488669565e-26,"N2: Treated vs Untreated","cel00071","Fatty acid degradation"
"T08B1.3",-2.01576924696453,1.10256488669565e-26,"N2: Treated vs Untreated","cel00280","Valine, leucine and isoleucine degradation"
"T08B1.3",-2.01576924696453,1.10256488669565e-26,"N2: Treated vs Untreated","cel00310","Lysine degradation"
"T08B1.3",-2.01576924696453,1.10256488669565e-26,"N2: Treated vs Untreated","cel00330","Arginine and proline metabolism"
"T08B1.3",-2.01576924696453,1.10256488669565e-26,"N2: Treated vs Untreated","cel00340","Histidine metabolism"
"T08B1.3",-2.01576924696453,1.10256488669565e-26,"N2: Treated vs Untreated","cel00380","Tryptophan metabolism"
"T08B1.3",-2.01576924696453,1.10256488669565e-26,"N2: Treated vs Untreated","cel00410","beta-Alanine metabolism"
"T08B1.3",-2.01576924696453,1.10256488669565e-26,"N2: Treated vs Untreated","cel00561","Glycerolipid metabolism"
"T08B1.3",-2.01576924696453,1.10256488669565e-26,"N2: Treated vs Untreated","cel00620","Pyruvate metabolism"
"T08B1.3",-2.01576924696453,1.10256488669565e-26,"N2: Treated vs Untreated","cel00770","Pantothenate and CoA biosynthesis"
"T08B1.3",-2.01576924696453,1.10256488669565e-26,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"T08B1.3",-2.01576924696453,1.10256488669565e-26,"N2: Treated vs Untreated","cel01240","Biosynthesis of cofactors"
"F22F7.7",4.02184016655554,1.79566430812017e-105,"N2: Treated vs Untreated","cel00480","Glutathione metabolism"
"F22F7.7",4.02184016655554,1.79566430812017e-105,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"F37B4.7",1.02436722138531,0.0144329572141235,"N2: Treated vs Untreated","cel04977","Vitamin digestion and absorption"
"R08E5.2",1.79154760632636,6.1558217470004e-10,"N2: Treated vs Untreated","cel00270","Cysteine and methionine metabolism"
"R08E5.2",1.79154760632636,6.1558217470004e-10,"N2: Treated vs Untreated","cel00920","Sulfur metabolism"
"R08E5.2",1.79154760632636,6.1558217470004e-10,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"R08E5.2",1.79154760632636,6.1558217470004e-10,"N2: Treated vs Untreated","cel01200","Carbon metabolism"
"R08E5.2",1.79154760632636,6.1558217470004e-10,"N2: Treated vs Untreated","cel01230","Biosynthesis of amino acids"
"R08E5.2",1.79154760632636,6.1558217470004e-10,"N2: Treated vs Untreated","cel01320","Sulfur cycle"
"Y47D7A.16",-1.4646289715463,2.72822321921406e-05,"N2: Treated vs Untreated","cel04977","Vitamin digestion and absorption"
"Y47D7A.14",1.13534381119268,0.00322274911840464,"N2: Treated vs Untreated","cel04977","Vitamin digestion and absorption"
"C37H5.8",1.12966036805132,0.0014571256416547,"N2: Treated vs Untreated","cel03018","RNA degradation"
"C37H5.8",1.12966036805132,0.0014571256416547,"N2: Treated vs Untreated","cel04212","Longevity regulating pathway - worm"
"C02E7.1",-2.36393261184946,0.00692907072531614,"N2: Treated vs Untreated","cel04820","Cytoskeleton in muscle cells"
"T05C3.6",-2.21713570764202,1.83584009639313e-14,"N2: Treated vs Untreated","cel00564","Glycerophospholipid metabolism"
"T05C3.6",-2.21713570764202,1.83584009639313e-14,"N2: Treated vs Untreated","cel00565","Ether lipid metabolism"
"T05C3.6",-2.21713570764202,1.83584009639313e-14,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"T05C3.5",1.20634663262603,3.93803898352217e-30,"N2: Treated vs Untreated","cel04141","Protein processing in endoplasmic reticulum"
"C18C4.3",1.89012916699791,3.83761422496514e-24,"N2: Treated vs Untreated","cel00040","Pentose and glucuronate interconversions"
"C18C4.3",1.89012916699791,3.83761422496514e-24,"N2: Treated vs Untreated","cel00053","Ascorbate and aldarate metabolism"
"C18C4.3",1.89012916699791,3.83761422496514e-24,"N2: Treated vs Untreated","cel00830","Retinol metabolism"
"C18C4.3",1.89012916699791,3.83761422496514e-24,"N2: Treated vs Untreated","cel00860","Porphyrin metabolism"
"C18C4.3",1.89012916699791,3.83761422496514e-24,"N2: Treated vs Untreated","cel00980","Metabolism of xenobiotics by cytochrome P450"
"C18C4.3",1.89012916699791,3.83761422496514e-24,"N2: Treated vs Untreated","cel00982","Drug metabolism - cytochrome P450"
"C18C4.3",1.89012916699791,3.83761422496514e-24,"N2: Treated vs Untreated","cel00983","Drug metabolism - other enzymes"
"C18C4.3",1.89012916699791,3.83761422496514e-24,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"C18C4.3",1.89012916699791,3.83761422496514e-24,"N2: Treated vs Untreated","cel01240","Biosynthesis of cofactors"
"CD4.4",1.52872957305334,2.17444198634238e-20,"N2: Treated vs Untreated","cel04144","Endocytosis"
"CD4.7",1.05688884784291,0.00125899617722996,"N2: Treated vs Untreated","cel03082","ATP-dependent chromatin remodeling"
"F25B4.1",-1.35566424130312,2.02661706382315e-08,"N2: Treated vs Untreated","cel00260","Glycine, serine and threonine metabolism"
"F25B4.1",-1.35566424130312,2.02661706382315e-08,"N2: Treated vs Untreated","cel00630","Glyoxylate and dicarboxylate metabolism"
"F25B4.1",-1.35566424130312,2.02661706382315e-08,"N2: Treated vs Untreated","cel00670","One carbon pool by folate"
"F25B4.1",-1.35566424130312,2.02661706382315e-08,"N2: Treated vs Untreated","cel00785","Lipoic acid metabolism"
"F25B4.1",-1.35566424130312,2.02661706382315e-08,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"F25B4.1",-1.35566424130312,2.02661706382315e-08,"N2: Treated vs Untreated","cel01200","Carbon metabolism"
"C53A3.2",2.91052197206773,2.28679750111353e-16,"N2: Treated vs Untreated","cel00630","Glyoxylate and dicarboxylate metabolism"
"C53A3.2",2.91052197206773,2.28679750111353e-16,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"C53A3.2",2.91052197206773,2.28679750111353e-16,"N2: Treated vs Untreated","cel01200","Carbon metabolism"
"F44E7.2",2.01740315329044,3.4815747286846e-09,"N2: Treated vs Untreated","cel00630","Glyoxylate and dicarboxylate metabolism"
"F44E7.2",2.01740315329044,3.4815747286846e-09,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"F44E7.2",2.01740315329044,3.4815747286846e-09,"N2: Treated vs Untreated","cel01200","Carbon metabolism"
"F29G9.4",1.97168271660152,2.01798031207036e-23,"N2: Treated vs Untreated","cel04361","Axon regeneration"
"F44C4.3",-2.0530190717846,6.63635280539948e-24,"N2: Treated vs Untreated","cel04140","Autophagy - animal"
"F44C4.3",-2.0530190717846,6.63635280539948e-24,"N2: Treated vs Untreated","cel04142","Lysosome biogenesis"
"W02F12.2",1.91711395389938,4.50698879318144e-20,"N2: Treated vs Untreated","cel00600","Sphingolipid metabolism"
"W02F12.2",1.91711395389938,4.50698879318144e-20,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"K11C4.4",3.29495297190462,3.81333546539465e-156,"N2: Treated vs Untreated","cel00330","Arginine and proline metabolism"
"K11C4.4",3.29495297190462,3.81333546539465e-156,"N2: Treated vs Untreated","cel00480","Glutathione metabolism"
"K11C4.4",3.29495297190462,3.81333546539465e-156,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"K11C4.4",3.29495297190462,3.81333546539465e-156,"N2: Treated vs Untreated","cel04148","Efferocytosis"
"F18E3.7",1.04053021933969,5.30076053459955e-05,"N2: Treated vs Untreated","cel00250","Alanine, aspartate and glutamate metabolism"
"F18E3.7",1.04053021933969,5.30076053459955e-05,"N2: Treated vs Untreated","cel00470","D-Amino acid metabolism"
"F18E3.7",1.04053021933969,5.30076053459955e-05,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"F18E3.7",1.04053021933969,5.30076053459955e-05,"N2: Treated vs Untreated","cel04146","Peroxisome"
"C54F6.14",1.94541675775391,2.04491319681793e-08,"N2: Treated vs Untreated","cel00860","Porphyrin metabolism"
