"Gene","lfc_treat_N2","lfc_treat_RB","lfc_geno_unt","lfc_geno_trt","lfc_gxe","padj_treat_N2","padj_treat_RB","padj_geno_unt","padj_geno_trt","padj_gxe"
"Y92H12BR.7",-0.748515469413365,-0.741318293568073,0.00483437263438299,0.012031548479675,0.00719717584529202,0.0183244700620991,0.0214504007269788,0.999661050265277,0.98573218655718,0.998105234629645
"Y92H12BR.6",-0.692955607982937,-0.036221719609627,-0.411180143701614,0.245553744671696,0.65673388837331,0.0455895601457206,0.942104534208971,0.975325005323405,0.627860223857253,0.523143399746536
"Y92H12BR.2",0.000914527819155052,-0.0694129002292515,-0.281911733187341,-0.352239161235747,-0.0703274280484066,0.998635994163424,0.845715880663742,0.999661050265277,0.329122106925478,0.95147331583503
"Y92H12BR.3",-0.0350946892036721,0.0409003442518053,0.0712041940857352,0.147199227541213,0.0759950334554774,0.914567425880305,0.874927146407421,0.999661050265277,0.587855699621896,0.924668193272161
"Y92H12BR.8",-0.0948918860755332,0.238047714022684,0.103779169389093,0.43671876948731,0.332939600098217,0.809831654529457,0.402616283955637,0.999661050265277,0.18149452591932,0.692490501850608
"F37F2.2",-0.314616962078777,0.513289942391129,-0.124431059076466,0.70347584539344,0.827906904469906,0.570003087369067,0.248492013356522,0.999661050265277,0.188691413124949,0.499964236678632
"F47G6.4",-0.737499729963831,-1.33536941839832,0.100234986867816,-0.497634701566669,-0.597869688434486,0.0788799356245291,0.000439418381022476,0.999661050265277,0.372452783797625,0.645936327072653
"F37F2.3",4.99161996308703,5.6661112728038,0.149092282099951,0.823583591816716,0.674491309716765,0.000467581906376641,5.38577504342517e-05,0.999661050265277,0.719796563187232,0.91343147037191
"F47G6.3",-1.09210881294171,4.46587423589736,-5.5626261268363,-0.00464307799723229,5.55798304883907,0.823236086522154,0.210978141215298,0.623015915174885,NA,NA
"F47G6.2",0.873864100803494,0.898172924003097,0.16230263700964,0.186611460209244,0.0243088231996038,0.000167220259186313,0.000125110503068148,0.999661050265277,0.613013739753507,0.983485186439968
"F47G6.1",0.555474199247464,0.0697393164971989,0.374010272073076,-0.111724610677189,-0.485734882750265,0.00472130753004126,0.799029907321706,0.507809130825214,0.728278511467672,0.424785302268596
"Y92H12A.5",-0.165397999242288,-0.404187888854607,0.0657260642317928,-0.173063825380527,-0.238789889612319,0.734106304357967,0.251214573552971,0.999661050265277,0.730107021237697,0.844653137083078
"Y92H12A.4",-0.78431057953314,-1.08498514486018,-0.101903788751612,-0.402578354078651,-0.300674565327039,0.06044468646493,0.00570533338059127,0.999661050265277,0.481440998150237,0.842591272073175
"Y92H12A.2",0.461529578610226,0.385222251036895,0.095054657888155,0.0187473303148234,-0.0763073275733316,0.146271118497955,0.215726855755178,0.999661050265277,0.972322289981446,0.952365939061347
"Y92H12A.1",0.0166849452705467,-0.625641451207497,0.112146664993276,-0.530179731484768,-0.642326396478044,0.981116545149183,0.112012066254921,0.999661050265277,0.298916037665456,0.592341378673598
"Y73E7A.3",-0.756544264282281,-0.593678611515553,0.42508839402138,0.587954046788108,0.162865652766728,0.0474202918613824,0.128348976637374,0.999661050265277,0.239005761998186,0.914212574472872
"Y73E7A.4",0.029852138459909,0.517355830971222,-0.0369651299096988,0.450538562601614,0.487503692511313,0.953375856846833,0.0685083217608044,0.999661050265277,0.217930463125703,0.581169027904367
